# dir	file	added	deleted	changed	total
TOTAL		0	1	0	61,031
main	af.xml	0	0	0	292
main	am.xml	0	0	0	293
main	ar.xml	0	0	0	488
main	ar_DZ.xml	0	0	0	3
main	as.xml	0	0	0	286
main	az.xml	0	0	0	294
main	be.xml	0	0	0	294
main	bg.xml	0	0	0	304
main	bn.xml	0	0	0	294
main	bs.xml	0	0	0	293
main	ca.xml	0	0	0	296
main	ceb.xml	0	0	0	30
main	chr.xml	0	0	0	288
main	cs.xml	0	0	0	447
main	cy.xml	0	0	0	393
main	da.xml	0	0	0	294
main	de.xml	0	0	0	437
main	de_CH.xml	0	0	0	8
main	doi.xml	0	0	0	48
main	el.xml	0	0	0	299
main	en.xml	0	1	0	1,854
main	en_AU.xml	0	0	0	183
main	en_CA.xml	0	0	0	17
main	en_GB.xml	0	0	0	20
main	en_IN.xml	0	0	0	12
main	es.xml	0	0	0	375
main	es_419.xml	0	0	0	228
main	es_MX.xml	0	0	0	26
main	es_US.xml	0	0	0	22
main	et.xml	0	0	0	256
main	eu.xml	0	0	0	289
main	fa.xml	0	0	0	304
main	fi.xml	0	0	0	435
main	fil.xml	0	0	0	294
main	fo.xml	0	0	0	289
main	fr.xml	0	0	0	549
main	fr_CA.xml	0	0	0	238
main	ga.xml	0	0	0	273
main	gd.xml	0	0	0	437
main	gl.xml	0	0	0	293
main	gu.xml	0	0	0	291
main	ha.xml	0	0	0	29
main	he.xml	0	0	0	298
main	hi.xml	0	0	0	294
main	hr.xml	0	0	0	447
main	hu.xml	0	0	0	294
main	hy.xml	0	0	0	295
main	id.xml	0	0	0	292
main	ig.xml	0	0	0	37
main	is.xml	0	0	0	253
main	it.xml	0	0	0	158
main	ja.xml	0	0	0	435
main	jv.xml	0	0	0	36
main	ka.xml	0	0	0	294
main	kk.xml	0	0	0	287
main	km.xml	0	0	0	285
main	kn.xml	0	0	0	295
main	ko.xml	0	0	0	296
main	kok.xml	0	0	0	283
main	ky.xml	0	0	0	290
main	lo.xml	0	0	0	288
main	lt.xml	0	0	0	297
main	lv.xml	0	0	0	294
main	mai.xml	0	0	0	28
main	mk.xml	0	0	0	294
main	ml.xml	0	0	0	294
main	mn.xml	0	0	0	294
main	mni.xml	0	0	0	30
main	mr.xml	0	0	0	289
main	ms.xml	0	0	0	298
main	my.xml	0	0	0	288
main	nb.xml	0	0	0	438
main	ne.xml	0	0	0	295
main	nl.xml	0	0	0	462
main	nn.xml	0	0	0	290
main	or.xml	0	0	0	286
main	pa.xml	0	0	0	320
main	pcm.xml	0	0	0	282
main	pl.xml	0	0	0	190
main	ps.xml	0	0	0	47
main	pt.xml	0	0	0	328
main	pt_PT.xml	0	0	0	278
main	ro.xml	0	0	0	300
main	ru.xml	0	0	0	324
main	sa.xml	0	0	0	44
main	sat.xml	0	0	0	24
main	sd.xml	0	0	0	287
main	sd_Deva.xml	0	0	0	31
main	si.xml	0	0	0	298
main	sk.xml	0	0	0	442
main	sl.xml	0	0	0	295
main	so.xml	0	0	0	33
main	sq.xml	0	0	0	298
main	sr.xml	0	0	0	306
main	sr_Latn.xml	0	0	0	290
main	su.xml	0	0	0	43
main	sv.xml	0	0	0	314
main	sw.xml	0	0	0	302
main	ta.xml	0	0	0	298
main	te.xml	0	0	0	291
main	th.xml	0	0	0	430
main	tk.xml	0	0	0	290
main	tr.xml	0	0	0	404
main	uk.xml	0	0	0	299
main	ur.xml	0	0	0	294
main	uz.xml	0	0	0	294
main	vi.xml	0	0	0	198
main	yo.xml	0	0	0	38
main	yue.xml	0	0	0	432
main	zh.xml	0	0	0	447
main	zh_Hant.xml	0	0	0	434
main	zh_Hant_HK.xml	0	0	0	13
main	zu.xml	0	0	0	282
subdivisions	af.xml	0	0	0	307
subdivisions	am.xml	0	0	0	310
subdivisions	ar.xml	0	0	0	475
subdivisions	as.xml	0	0	0	307
subdivisions	az.xml	0	0	0	310
subdivisions	be.xml	0	0	0	312
subdivisions	bg.xml	0	0	0	310
subdivisions	bn.xml	0	0	0	310
subdivisions	bs.xml	0	0	0	311
subdivisions	ca.xml	0	0	0	310
subdivisions	ceb.xml	0	0	0	307
subdivisions	cs.xml	0	0	0	312
subdivisions	cy.xml	0	0	0	307
subdivisions	da.xml	0	0	0	310
subdivisions	de.xml	0	0	0	313
subdivisions	de_CH.xml	0	0	0	307
subdivisions	el.xml	0	0	0	310
subdivisions	en.xml	0	0	0	1,216
subdivisions	es.xml	0	0	0	367
subdivisions	et.xml	0	0	0	310
subdivisions	eu.xml	0	0	0	307
subdivisions	fa.xml	0	0	0	313
subdivisions	fi.xml	0	0	0	310
subdivisions	fil.xml	0	0	0	310
subdivisions	fr.xml	0	0	0	395
subdivisions	ga.xml	0	0	0	313
subdivisions	gd.xml	0	0	0	307
subdivisions	gl.xml	0	0	0	307
subdivisions	gu.xml	0	0	0	307
subdivisions	ha.xml	0	0	0	307
subdivisions	he.xml	0	0	0	312
subdivisions	hi.xml	0	0	0	310
subdivisions	hr.xml	0	0	0	315
subdivisions	hu.xml	0	0	0	310
subdivisions	hy.xml	0	0	0	310
subdivisions	id.xml	0	0	0	309
subdivisions	ig.xml	0	0	0	307
subdivisions	is.xml	0	0	0	310
subdivisions	it.xml	0	0	0	313
subdivisions	ja.xml	0	0	0	309
subdivisions	jv.xml	0	0	0	307
subdivisions	ka.xml	0	0	0	310
subdivisions	kk.xml	0	0	0	310
subdivisions	km.xml	0	0	0	309
subdivisions	kn.xml	0	0	0	307
subdivisions	ko.xml	0	0	0	311
subdivisions	ky.xml	0	0	0	310
subdivisions	lo.xml	0	0	0	309
subdivisions	lt.xml	0	0	0	312
subdivisions	lv.xml	0	0	0	311
subdivisions	mk.xml	0	0	0	310
subdivisions	ml.xml	0	0	0	307
subdivisions	mn.xml	0	0	0	310
subdivisions	mr.xml	0	0	0	307
subdivisions	ms.xml	0	0	0	313
subdivisions	my.xml	0	0	0	309
subdivisions	nb.xml	0	0	0	310
subdivisions	ne.xml	0	0	0	310
subdivisions	nl.xml	0	0	0	322
subdivisions	or.xml	0	0	0	307
subdivisions	pa.xml	0	0	0	307
subdivisions	pl.xml	0	0	0	312
subdivisions	ps.xml	0	0	0	310
subdivisions	pt.xml	0	0	0	337
subdivisions	ro.xml	0	0	0	315
subdivisions	ru.xml	0	0	0	332
subdivisions	sd.xml	0	0	0	307
subdivisions	si.xml	0	0	0	310
subdivisions	sk.xml	0	0	0	312
subdivisions	sl.xml	0	0	0	312
subdivisions	so.xml	0	0	0	310
subdivisions	sq.xml	0	0	0	313
subdivisions	sr.xml	0	0	0	319
subdivisions	sr_Latn.xml	0	0	0	307
subdivisions	sv.xml	0	0	0	313
subdivisions	sw.xml	0	0	0	316
subdivisions	ta.xml	0	0	0	313
subdivisions	te.xml	0	0	0	307
subdivisions	th.xml	0	0	0	309
subdivisions	tk.xml	0	0	0	310
subdivisions	tr.xml	0	0	0	313
subdivisions	uk.xml	0	0	0	312
subdivisions	ur.xml	0	0	0	310
subdivisions	uz.xml	0	0	0	310
subdivisions	vi.xml	0	0	0	309
subdivisions	yo.xml	0	0	0	309
subdivisions	yue.xml	0	0	0	307
subdivisions	zh.xml	0	0	0	317
subdivisions	zh_Hant.xml	0	0	0	307
subdivisions	zu.xml	0	0	0	307
supplemental	supplementalData.xml	0	0	0	907
