# dir	file	added	deleted	changed	total
TOTAL		5	1	34	2,782,552
annotations	af.xml	0	0	0	14,309
annotations	ak.xml	0	0	0	12,706
annotations	am.xml	0	0	0	11,708
annotations	ar.xml	0	0	0	15,220
annotations	ar_SA.xml	0	0	0	42
annotations	as.xml	0	0	0	8,798
annotations	ast.xml	0	0	0	52
annotations	az.xml	0	0	0	10,493
annotations	ba.xml	0	0	0	10,679
annotations	be.xml	0	0	0	9,231
annotations	bew.xml	0	0	0	235
annotations	bg.xml	0	0	0	10,954
annotations	bgn.xml	0	0	0	24
annotations	blo.xml	0	0	0	126
annotations	bn.xml	0	0	0	11,632
annotations	br.xml	0	0	0	3,892
annotations	bs.xml	0	0	0	8,647
annotations	ca.xml	0	0	0	12,827
annotations	ca_ES_VALENCIA.xml	0	0	0	108
annotations	ccp.xml	0	0	0	502
annotations	ceb.xml	0	0	0	7
annotations	chr.xml	0	0	0	8,626
annotations	ckb.xml	0	0	0	2
annotations	cs.xml	0	0	0	18,340
annotations	cv.xml	0	0	0	11,818
annotations	cy.xml	0	0	0	8,582
annotations	da.xml	0	0	0	10,592
annotations	de.xml	0	0	0	11,821
annotations	de_CH.xml	0	0	0	1,028
annotations	doi.xml	0	0	0	16
annotations	dsb.xml	0	0	0	17,114
annotations	el.xml	0	0	0	11,895
annotations	en.xml	0	0	0	13,142
annotations	en_001.xml	0	0	0	2,551
annotations	en_AU.xml	0	0	0	1,887
annotations	en_CA.xml	0	0	0	1,226
annotations	en_GB.xml	0	0	0	946
annotations	en_IN.xml	0	0	0	1,037
annotations	es.xml	0	0	0	9,787
annotations	es_419.xml	0	0	0	9,556
annotations	es_MX.xml	0	0	0	3,181
annotations	es_US.xml	0	0	0	4,175
annotations	et.xml	0	0	0	10,552
annotations	eu.xml	0	0	0	9,371
annotations	fa.xml	0	0	0	11,825
annotations	ff.xml	0	0	0	30
annotations	ff_Adlm.xml	0	0	0	494
annotations	fi.xml	0	0	0	10,087
annotations	fil.xml	0	0	0	11,137
annotations	fo.xml	0	0	0	8,577
annotations	fr.xml	0	0	0	12,338
annotations	fr_CA.xml	0	0	0	5,036
annotations	frr.xml	0	0	0	5,921
annotations	ga.xml	0	0	0	11,646
annotations	gd.xml	0	0	0	10,410
annotations	gl.xml	0	0	0	8,713
annotations	gu.xml	0	0	0	14,276
annotations	ha.xml	0	0	0	14,425
annotations	ha_NE.xml	0	0	0	14,425
annotations	he.xml	0	0	0	10,642
annotations	hi.xml	0	0	0	11,369
annotations	hi_Latn.xml	0	0	0	3,936
annotations	hr.xml	0	0	0	10,625
annotations	hsb.xml	0	0	0	19,479
annotations	hu.xml	0	0	0	12,079
annotations	hy.xml	0	0	0	8,831
annotations	ia.xml	0	0	0	496
annotations	id.xml	0	0	0	12,160
annotations	ig.xml	0	0	0	10,305
annotations	is.xml	0	0	0	8,529
annotations	it.xml	0	0	0	14,260
annotations	ja.xml	0	0	0	11,065
annotations	jv.xml	0	0	0	9,042
annotations	ka.xml	0	0	0	9,119
annotations	kab.xml	0	0	0	1,990
annotations	kk.xml	0	0	0	10,263
annotations	kk_Arab.xml	0	0	0	10,186
annotations	kl.xml	0	0	0	5,077
annotations	km.xml	0	0	0	8,566
annotations	kn.xml	0	0	0	14,416
annotations	ko.xml	0	0	0	12,562
annotations	kok.xml	0	0	0	9,074
annotations	ku.xml	0	0	0	149
annotations	ky.xml	0	0	0	8,141
annotations	lb.xml	0	0	0	5,979
annotations	lij.xml	0	0	0	3,032
annotations	lo.xml	0	0	0	9,465
annotations	lt.xml	0	0	0	10,066
annotations	lv.xml	0	0	0	10,424
annotations	mai.xml	0	0	0	8
annotations	mi.xml	0	0	0	5,653
annotations	mk.xml	0	0	0	12,217
annotations	ml.xml	0	0	0	9,555
annotations	mn.xml	0	0	0	8,506
annotations	mni.xml	0	0	0	14
annotations	mr.xml	0	0	0	12,593
annotations	ms.xml	0	0	0	10,635
annotations	mt.xml	0	0	0	5,819
annotations	my.xml	0	0	0	8,667
annotations	ne.xml	0	0	0	9,944
annotations	nl.xml	0	0	0	12,182
annotations	nn.xml	0	0	0	5,903
annotations	no.xml	0	0	0	10,612
annotations	nso.xml	0	0	0	5,960
annotations	oc.xml	0	0	0	422
annotations	om.xml	0	0	0	8,768
annotations	or.xml	0	0	0	8,932
annotations	pa.xml	0	0	0	12,357
annotations	pa_Arab.xml	0	0	0	5,960
annotations	pap.xml	0	0	0	31
annotations	pcm.xml	0	0	0	9,652
annotations	pl.xml	0	0	0	12,387
annotations	ps.xml	0	0	0	8,753
annotations	pt.xml	0	0	0	12,317
annotations	pt_PT.xml	0	0	0	9,575
annotations	qu.xml	0	0	0	8,580
annotations	quc.xml	0	0	0	5,759
annotations	rhg.xml	0	0	0	1,501
annotations	rm.xml	0	0	0	15,106
annotations	ro.xml	0	0	0	14,160
annotations	root.xml	0	0	0	3,932
annotations	ru.xml	0	0	0	12,781
annotations	rw.xml	0	0	0	5,827
annotations	sa.xml	0	0	0	16
annotations	sat.xml	0	0	0	619
annotations	sc.xml	0	0	0	7,205
annotations	sd.xml	0	0	0	8,129
annotations	shn.xml	0	0	0	11,666
annotations	si.xml	0	0	0	8,938
annotations	sk.xml	0	0	0	14,280
annotations	sl.xml	0	0	0	11,100
annotations	so.xml	0	0	0	8,873
annotations	sq.xml	0	0	0	11,027
annotations	sr.xml	0	0	0	10,271
annotations	sr_Cyrl_BA.xml	0	0	0	2,182
annotations	sr_Latn.xml	0	0	0	10,244
annotations	sr_Latn_BA.xml	0	0	0	2,168
annotations	su.xml	0	0	0	48
annotations	sv.xml	0	0	0	8,962
annotations	sv_FI.xml	0	0	0	6
annotations	sw.xml	0	0	0	10,044
annotations	sw_KE.xml	0	0	0	240
annotations	syr.xml	0	0	0	181
annotations	ta.xml	0	0	0	12,144
annotations	te.xml	0	0	0	13,919
annotations	tg.xml	0	0	0	6,072
annotations	th.xml	0	0	0	9,992
annotations	ti.xml	0	0	0	10,781
annotations	tk.xml	0	0	0	8,923
annotations	tn.xml	0	0	0	5,948
annotations	to.xml	0	0	0	6,643
annotations	tr.xml	0	0	0	11,694
annotations	tt.xml	0	0	0	8
annotations	ug.xml	0	0	0	5,805
annotations	uk.xml	0	0	0	12,512
annotations	ur.xml	0	0	0	13,313
annotations	uz.xml	0	0	0	10,889
annotations	vec.xml	0	0	0	38
annotations	vi.xml	0	0	0	9,761
annotations	wo.xml	0	0	0	6,094
annotations	xh.xml	0	0	0	5,942
annotations	yo.xml	0	0	0	8,797
annotations	yo_BJ.xml	0	0	0	8,797
annotations	yue.xml	0	0	0	8,565
annotations	yue_Hans.xml	0	0	0	8,565
annotations	zh.xml	0	0	0	11,684
annotations	zh_Hant.xml	0	0	0	8,716
annotations	zh_Hant_HK.xml	0	0	0	11,748
annotations	zu.xml	0	0	0	8,784
bcp47	calendar.xml	0	0	0	77
bcp47	collation.xml	0	0	0	158
bcp47	currency.xml	0	0	0	623
bcp47	measure.xml	0	0	0	18
bcp47	number.xml	0	0	0	204
bcp47	segmentation.xml	0	0	0	29
bcp47	timezone.xml	0	0	0	1,436
bcp47	transform-destination.xml	0	0	0	71
bcp47	transform.xml	0	0	0	71
bcp47	transform_hybrid.xml	0	0	0	5
