# Section	Page	Header	Code	Old	New
#Section	Page	Header	Code	Old	New
BCP47	u_Extension	co-big5han	_deprecated	…	true
BCP47	u_Extension	co-gb2312	_deprecated	…	true
#Section	Page	Header	Code	Old	New
Supplemental	Alias	language	cls-reason	▷missing◁	macrolanguage
Supplemental	Alias	language	cls-replacement	▷missing◁	sa
Supplemental	Alias	language	nbx-replacement	…	gll
Supplemental	IdValidity	currency	deprecated	…	… • ANG • …
Supplemental	IdValidity	currency	regular	…	…
Supplemental	IdValidity	language	deprecated	…	… • cls • …
Supplemental	IdValidity	language	regular	…	… • clt~u • …
Supplemental	Locale	Parent	en_001	…	… • en_GS • …
Supplemental	Locale	Parent	en_150	…	… • en_CZ • … • en_ES • … • en_FR • en_HU • en_IT • … • en_NO • en_PL • en_PT • en_RO • … • en_SK
Supplemental	Locale	DefaultContent	plain	…	… • cop_EG • … • ht_HT • …
Supplemental	Transform	Hani→Latn	_alias	…	Han-Latin Hans-Latn und-Latn-t-und-hani und-Latn-t-und-hans
Supplemental	Transform	Hant→Latn	_alias	▷missing◁	und-Latn-t-und-hant
Supplemental	Transform	Hant→Latn	_visibility	▷missing◁	external
Supplemental	Likely	Subtag	apd	…	apd_Arab_SD
Supplemental	Likely	Subtag	hak_Hant	▷missing◁	hak_Hant_TW
Supplemental	Likely	Subtag	hak_TW	▷missing◁	hak_Hant_TW
Supplemental	Likely	Subtag	len	…	len_Latn_SV
Supplemental	Likely	Subtag	lzz_GE	▷missing◁	lzz_Geor_GE
Supplemental	Likely	Subtag	lzz_Geor	▷missing◁	lzz_Geor_GE
Supplemental	Likely	Subtag	man_GN	man_Nkoo_GN	▷removed◁
Supplemental	Likely	Subtag	nan_Hant	▷missing◁	nan_Hant_TW
Supplemental	Likely	Subtag	nan_TW	▷missing◁	nan_Hant_TW
Supplemental	Likely	Subtag	pnt_Cyrl	▷missing◁	pnt_Cyrl_RU
Supplemental	Likely	Subtag	pnt_Latn	▷missing◁	pnt_Latn_TR
Supplemental	Likely	Subtag	pnt_RU	▷missing◁	pnt_Cyrl_RU
Supplemental	Likely	Subtag	pnt_TR	▷missing◁	pnt_Latn_TR
Supplemental	Likely	Subtag	sga	…	sga_Latn_IE
Supplemental	Likely	Subtag	sr_RU	sr_Latn_RU	▷removed◁
Supplemental	Likely	Subtag	und_Arab_AZ	▷missing◁	az_Arab_AZ
Supplemental	Likely	Subtag	und_Arab_TG	apd_Arab_TG	▷removed◁
Supplemental	Likely	Subtag	und_BV	▷missing◁	no_Latn_BV
Supplemental	Likely	Subtag	und_CD	…	fr_Latn_CD
Supplemental	Likely	Subtag	und_CF	…	sg_Latn_CF
Supplemental	Likely	Subtag	und_DJ	…	fr_Latn_DJ
Supplemental	Likely	Subtag	und_Latn_MO	…	en_Latn_MO
Supplemental	Likely	Subtag	und_Latn_SY	…	ku_Latn_SY
Supplemental	Likely	Subtag	und_Latn_TD	▷missing◁	fr_Latn_TD
Supplemental	Likely	Subtag	und_MU	…	fr_Latn_MU
Supplemental	Likely	Subtag	und_SL	kri_Latn_SL	▷removed◁
Supplemental	Likely	Subtag	und_SN	…	wo_Latn_SN
Supplemental	Likely	Subtag	und_TD	…	ar_Arab_TD
Supplemental	Likely	Subtag	und_ZM	bem_Latn_ZM	▷removed◁
Supplemental	Likely	Subtag	zlm	…	zlm_Latn_MY
