# Grammatical Features
Greek	el	grammaticalCase	general	nominative, vocative, accusative, genitive
Greek	el	grammaticalCase	units	nominative, accusative, genitive
Greek	el	grammaticalGender	general	neuter, masculine, feminine

# Minimal Pairs
Plural	one	{0} ημέρα	<div class='cldr_example'><span class='cldr_substituted'>1</span> ημέρα</div>
Plural	other	{0} ημέρες	<div class='cldr_example'><span class='cldr_substituted'>2</span> ημέρες</div>
Case	accusative	… ανά {0} …	<div class='cldr_example'>… ανά <span class='cldr_substituted'>1 τόνο</span> …</div>
Case	genitive	… αξίας {0} …	<div class='cldr_example'>… αξίας <span class='cldr_substituted'>1 τόνου</span> …</div>
Case	nominative	Η απόσταση είναι {0} …	<div class='cldr_example'>Η απόσταση είναι <span class='cldr_substituted'>2 τόνοι</span> …</div>
Gender	feminine	Η {0} είναι	<div class='cldr_example'>Η <span class='cldr_substituted'>ημέρα</span> είναι</div>
Gender	masculine	Ο {0} θα είναι	<div class='cldr_example'>Ο <span class='cldr_substituted'>τόνος</span> θα είναι</div>
Gender	neuter	Το {0} ήταν	<div class='cldr_example'>Το <span class='cldr_substituted'>μέτρο</span> ήταν</div>

# Unit Case and Gender Info
acceleration	g-force ( = 9.80665 m/s²)	feminine	Η δύναμη επιτάχυνσης είναι	nominative	{0} δύναμη επιτάχυνσης	Η απόσταση είναι 1 δύναμη επιτάχυνσης …	{0} δυνάμεις επιτάχυνσης	Η απόσταση είναι 2 δυνάμεις επιτάχυνσης …
acceleration	g-force ( = 9.80665 m/s²)	feminine	Η δύναμη επιτάχυνσης είναι	accusative	{0} δύναμη επιτάχυνσης	… ανά 1 δύναμη επιτάχυνσης …	{0} δυνάμεις επιτάχυνσης	… ανά 2 δυνάμεις επιτάχυνσης …
acceleration	g-force ( = 9.80665 m/s²)	feminine	Η δύναμη επιτάχυνσης είναι	genitive	{0} δύναμης επιτάχυνσης	… αξίας 1 δύναμης επιτάχυνσης …	{0} δυνάμεων επιτάχυνσης	… αξίας 2 δυνάμεων επιτάχυνσης …
angle	arc-second ( = 0.0000007˙716049382 rev)	neuter	Το δευτερόλεπτο του τόξου ήταν	nominative	{0} δευτερόλεπτο του τόξου	Η απόσταση είναι 1 δευτερόλεπτο του τόξου …	{0} δευτερόλεπτα του τόξου	Η απόσταση είναι 2 δευτερόλεπτα του τόξου …
angle	arc-second ( = 0.0000007˙716049382 rev)	neuter	Το δευτερόλεπτο του τόξου ήταν	accusative	{0} δευτερόλεπτο του τόξου	… ανά 1 δευτερόλεπτο του τόξου …	{0} δευτερόλεπτα του τόξου	… ανά 2 δευτερόλεπτα του τόξου …
angle	arc-second ( = 0.0000007˙716049382 rev)	neuter	Το δευτερόλεπτο του τόξου ήταν	genitive	{0} δευτερολέπτου του τόξου	… αξίας 1 δευτερολέπτου του τόξου …	{0} δευτερολέπτων του τόξου	… αξίας 2 δευτερολέπτων του τόξου …
angle	arc-minute ( = 0.00004˙629 rev)	neuter	Το λεπτό του τόξου ήταν	nominative	{0} λεπτό του τόξου	Η απόσταση είναι 1 λεπτό του τόξου …	{0} λεπτά του τόξου	Η απόσταση είναι 2 λεπτά του τόξου …
angle	arc-minute ( = 0.00004˙629 rev)	neuter	Το λεπτό του τόξου ήταν	accusative	{0} λεπτό του τόξου	… ανά 1 λεπτό του τόξου …	{0} λεπτά του τόξου	… ανά 2 λεπτά του τόξου …
angle	arc-minute ( = 0.00004˙629 rev)	neuter	Το λεπτό του τόξου ήταν	genitive	{0} λεπτού του τόξου	… αξίας 1 λεπτού του τόξου …	{0} λεπτών του τόξου	… αξίας 2 λεπτών του τόξου …
angle	degree ( = 0.002˙7 rev)	feminine	Η μοίρα είναι	nominative	{0} μοίρα	Η απόσταση είναι 1 μοίρα …	{0} μοίρες	Η απόσταση είναι 2 μοίρες …
angle	degree ( = 0.002˙7 rev)	feminine	Η μοίρα είναι	accusative	{0} μοίρα	… ανά 1 μοίρα …	{0} μοίρες	… ανά 2 μοίρες …
angle	degree ( = 0.002˙7 rev)	feminine	Η μοίρα είναι	genitive	{0} μοίρας	… αξίας 1 μοίρας …	{0} μοιρών	… αξίας 2 μοιρών …
angle	radian ( = ~0.1591549430918953 rev)	neuter	Το ακτίνιο ήταν	nominative	{0} ακτίνιο	Η απόσταση είναι 1 ακτίνιο …	{0} ακτίνια	Η απόσταση είναι 2 ακτίνια …
angle	radian ( = ~0.1591549430918953 rev)	neuter	Το ακτίνιο ήταν	accusative	{0} ακτίνιο	… ανά 1 ακτίνιο …	{0} ακτίνια	… ανά 2 ακτίνια …
angle	radian ( = ~0.1591549430918953 rev)	neuter	Το ακτίνιο ήταν	genitive	{0} ακτίνιου	… αξίας 1 ακτίνιου …	{0} ακτίνιων	… αξίας 2 ακτίνιων …
