# Grammatical Features
Serbian	sr	grammaticalCase	general	nominative, vocative, accusative, genitive, dative, locative, instrumental
Serbian	sr	grammaticalCase	units	nominative, accusative, genitive, instrumental
Serbian	sr	grammaticalGender	general	neuter, inanimate, animate, feminine
Serbian	sr	grammaticalGender	units	neuter, inanimate, feminine

# Minimal Pairs
Plural	few	{0} сата	<div class='cldr_example'><span class='cldr_substituted'>[ {0} sata ]</span></div><div class='cldr_example'><span class='cldr_substituted'>2</span> сата</div>
Plural	one	{0} сат	<div class='cldr_example'><span class='cldr_substituted'>[ {0} sat ]</span></div><div class='cldr_example'><span class='cldr_substituted'>1</span> сат</div>
Plural	other	{0} сати	<div class='cldr_example'><span class='cldr_substituted'>[ {0} sati ]</span></div><div class='cldr_example'><span class='cldr_substituted'>5</span> сати</div>
Case	accusative	Видим {0}	<div class='cldr_example'><span class='cldr_substituted'>[ Vidim {0} ]</span></div><div class='cldr_example'>Видим <span class='cldr_substituted'>1 секунду</span></div>
Case	genitive	Од {0} до ...	<div class='cldr_example'><span class='cldr_substituted'>[ Od {0} do ... ]</span></div><div class='cldr_example'>Од <span class='cldr_substituted'>5 секунди</span> до ...</div>
Case	instrumental	... са {0} ...	<div class='cldr_example'><span class='cldr_substituted'>[ ... sa {0} ... ]</span></div><div class='cldr_example'>... са <span class='cldr_substituted'>1 секундом</span> ...</div>
Case	nominative	{0} је	<div class='cldr_example'><span class='cldr_substituted'>[ {0} je ]</span></div><div class='cldr_example'><span class='cldr_substituted'>1 секунда</span> је</div>
Gender	feminine	Ова {0}	<div class='cldr_example'><span class='cldr_substituted'>[ Ova {0} ]</span></div><div class='cldr_example'>Ова <span class='cldr_substituted'>секунда</span></div>
Gender	inanimate	Овај {0}	<div class='cldr_example'><span class='cldr_substituted'>[ Ovaj {0} ]</span></div><div class='cldr_example'>Овај <span class='cldr_substituted'>метар</span></div>
Gender	neuter	Ово {0}	<div class='cldr_example'><span class='cldr_substituted'>[ Ovo {0} ]</span></div><div class='cldr_example'>Ово <span class='cldr_substituted'>null</span></div>

# Unit Case and Gender Info
acceleration	g-force ( = 9.80665 m/s²)	feminine	Ова ге сила	nominative	{0} ге сила	21 ге сила је	{0} ге сила	3 ге сила је	{0} ге сила	5 ге сила је
acceleration	g-force ( = 9.80665 m/s²)	feminine	Ова ге сила	accusative	{0} ге силу	Видим 21 ге силу	{0} ге сила	Видим 3 ге сила	{0} ге сила	Видим 5 ге сила
acceleration	g-force ( = 9.80665 m/s²)	feminine	Ова ге сила	genitive	{0} ге силе	Од 21 ге силе до ...	{0} ге сила	Од 3 ге сила до ...	{0} ге сила	Од 5 ге сила до ...
acceleration	g-force ( = 9.80665 m/s²)	feminine	Ова ге сила	instrumental	{0} ге силом	... са 21 ге силом ...	{0} ге сила	... са 3 ге сила ...	{0} ге сила	... са 5 ге сила ...
angle	arc-second ( = 0.0000007˙716049382 rev)	feminine	Ова лучна секунда	nominative	{0} лучна секунда	21 лучна секунда је	{0} лучне секунде	3 лучне секунде је	{0} лучних секунди	5 лучних секунди је
angle	arc-second ( = 0.0000007˙716049382 rev)	feminine	Ова лучна секунда	accusative	{0} лучну секунду	Видим 21 лучну секунду	{0} лучне секунде	Видим 3 лучне секунде	{0} лучних секунди	Видим 5 лучних секунди
angle	arc-second ( = 0.0000007˙716049382 rev)	feminine	Ова лучна секунда	genitive	{0} лучне секунде	Од 21 лучне секунде до ...	{0} лучне секунде	Од 3 лучне секунде до ...	{0} лучних секунди	Од 5 лучних секунди до ...
angle	arc-second ( = 0.0000007˙716049382 rev)	feminine	Ова лучна секунда	instrumental	{0} лучном секундом	... са 21 лучном секундом ...	{0} лучне секунде	... са 3 лучне секунде ...	{0} лучних секунди	... са 5 лучних секунди ...
angle	arc-minute ( = 0.00004˙629 rev)	inanimate	Овај лучни минут	nominative	{0} лучни минут	21 лучни минут је	{0} лучна минута	3 лучна минута је	{0} лучних минута	5 лучних минута је
angle	arc-minute ( = 0.00004˙629 rev)	inanimate	Овај лучни минут	accusative	{0} лучни минут	Видим 21 лучни минут	{0} лучна минута	Видим 3 лучна минута	{0} лучних минута	Видим 5 лучних минута
angle	arc-minute ( = 0.00004˙629 rev)	inanimate	Овај лучни минут	genitive	{0} лучног минута	Од 21 лучног минута до ...	{0} лучна минута	Од 3 лучна минута до ...	{0} лучних минута	Од 5 лучних минута до ...
angle	arc-minute ( = 0.00004˙629 rev)	inanimate	Овај лучни минут	instrumental	{0} лучним минутом	... са 21 лучним минутом ...	{0} лучна минута	... са 3 лучна минута ...	{0} лучних минута	... са 5 лучних минута ...
angle	degree ( = 0.002˙7 rev)	inanimate	Овај степен	nominative	{0} степен	21 степен је	{0} степена	3 степена је	{0} степени	5 степени је
angle	degree ( = 0.002˙7 rev)	inanimate	Овај степен	accusative	{0} степен	Видим 21 степен	{0} степена	Видим 3 степена	{0} степени	Видим 5 степени
angle	degree ( = 0.002˙7 rev)	inanimate	Овај степен	genitive	{0} степена	Од 21 степена до ...	{0} степена	Од 3 степена до ...	{0} степени	Од 5 степени до ...
angle	degree ( = 0.002˙7 rev)	inanimate	Овај степен	instrumental	{0} степеном	... са 21 степеном ...	{0} степена	... са 3 степена ...	{0} степени	... са 5 степени ...
angle	radian ( = ~0.1591549430918953 rev)	inanimate	Овај радијан	nominative	{0} радијан	21 радијан је	{0} радијана	3 радијана је	{0} радијана	5 радијана је
angle	radian ( = ~0.1591549430918953 rev)	inanimate	Овај радијан	accusative	{0} радијан	Видим 21 радијан	{0} радијана	Видим 3 радијана	{0} радијана	Видим 5 радијана
angle	radian ( = ~0.1591549430918953 rev)	inanimate	Овај радијан	genitive	{0} радијана	Од 21 радијана до ...	{0} радијана	Од 3 радијана до ...	{0} радијана	Од 5 радијана до ...
angle	radian ( = ~0.1591549430918953 rev)	inanimate	Овај радијан	instrumental	{0} радијаном	... са 21 радијаном ...	{0} радијана	... са 3 радијана ...	{0} радијана	... са 5 радијана ...
angle	revolutions	inanimate	Овај обртај	nominative	{0} обртај	21 обртај је	{0} обртаја	3 обртаја је	{0} обртаја	5 обртаја је
angle	revolutions	inanimate	Овај обртај	accusative	{0} обртај	Видим 21 обртај	{0} обртаја	Видим 3 обртаја	{0} обртаја	Видим 5 обртаја
angle	revolutions	inanimate	Овај обртај	genitive	{0} обртаја	Од 21 обртаја до ...	{0} обртаја	Од 3 обртаја до ...	{0} обртаја	Од 5 обртаја до ...
angle	revolutions	inanimate	Овај обртај	instrumental	{0} обртајем	... са 21 обртајем ...	{0} обртаја	... са 3 обртаја ...	{0} обртаја	... са 5 обртаја ...
area	hectares	inanimate	Овај хектар	nominative	{0} хектар	21 хектар је	{0} хектара	3 хектара је	{0} хектара	5 хектара је
area	hectares	inanimate	Овај хектар	accusative	{0} хектар	Видим 21 хектар	{0} хектара	Видим 3 хектара	{0} хектара	Видим 5 хектара
area	hectares	inanimate	Овај хектар	genitive	{0} хектара	Од 21 хектара до ...	{0} хектара	Од 3 хектара до ...	{0} хектара	Од 5 хектара до ...
area	hectares	inanimate	Овај хектар	instrumental	{0} хектаром	... са 21 хектаром ...	{0} хектара	... са 3 хектара ...	{0} хектара	... са 5 хектара ...
digital	bits	inanimate	Овај бит	nominative	{0} бит	21 бит је	{0} бита	3 бита је	{0} битова	5 битова је
digital	bits	inanimate	Овај бит	accusative	{0} бит	Видим 21 бит	{0} бита	Видим 3 бита	{0} битова	Видим 5 битова
digital	bits	inanimate	Овај бит	genitive	{0} бита	Од 21 бита до ...	{0} бита	Од 3 бита до ...	{0} битова	Од 5 битова до ...
digital	bits	inanimate	Овај бит	instrumental	{0} битом	... са 21 битом ...	{0} бита	... са 3 бита ...	{0} битова	... са 5 битова ...
digital	byte ( = 8 bit)	inanimate	Овај бајт	nominative	{0} бајт	21 бајт је	{0} бајта	3 бајта је	{0} бајтова	5 бајтова је
digital	byte ( = 8 bit)	inanimate	Овај бајт	accusative	{0} бајт	Видим 21 бајт	{0} бајта	Видим 3 бајта	{0} бајтова	Видим 5 бајтова
digital	byte ( = 8 bit)	inanimate	Овај бајт	genitive	{0} бајта	Од 21 бајта до ...	{0} бајта	Од 3 бајта до ...	{0} бајтова	Од 5 бајтова до ...
digital	byte ( = 8 bit)	inanimate	Овај бајт	instrumental	{0} бајтом	... са 21 бајтом ...	{0} бајта	... са 3 бајта ...	{0} бајтова	... са 5 бајтова ...
duration	seconds	feminine	Ова секунда	nominative	{0} секунда	21 секунда је	{0} секунде	3 секунде је	{0} секунди	5 секунди је
duration	seconds	feminine	Ова секунда	accusative	{0} секунду	Видим 21 секунду	{0} секунде	Видим 3 секунде	{0} секунди	Видим 5 секунди
duration	seconds	feminine	Ова секунда	genitive	{0} секунде	Од 21 секунде до ...	{0} секунде	Од 3 секунде до ...	{0} секунди	Од 5 секунди до ...
duration	seconds	feminine	Ова секунда	instrumental	{0} секундом	... са 21 секундом ...	{0} секунде	... са 3 секунде ...	{0} секунди	... са 5 секунди ...
duration	minute ( = 60 sec)	inanimate	Овај минут	nominative	{0} минут	21 минут је	{0} минута	3 минута је	{0} минута	5 минута је
duration	minute ( = 60 sec)	inanimate	Овај минут	accusative	{0} минут	Видим 21 минут	{0} минута	Видим 3 минута	{0} минута	Видим 5 минута
duration	minute ( = 60 sec)	inanimate	Овај минут	genitive	{0} минута	Од 21 минута до ...	{0} минута	Од 3 минута до ...	{0} минута	Од 5 минута до ...
duration	minute ( = 60 sec)	inanimate	Овај минут	instrumental	{0} минутом	... са 21 минутом ...	{0} минута	... са 3 минута ...	{0} минута	... са 5 минута ...
duration	hour ( = 3,600 sec)	inanimate	Овај сат	nominative	{0} сат	21 сат је	{0} сата	3 сата је	{0} сати	5 сати је
duration	hour ( = 3,600 sec)	inanimate	Овај сат	accusative	{0} сат	Видим 21 сат	{0} сата	Видим 3 сата	{0} сати	Видим 5 сати
duration	hour ( = 3,600 sec)	inanimate	Овај сат	genitive	{0} сата	Од 21 сата до ...	{0} сата	Од 3 сата до ...	{0} сати	Од 5 сати до ...
duration	hour ( = 3,600 sec)	inanimate	Овај сат	instrumental	{0} сатом	... са 21 сатом ...	{0} сата	... са 3 сата ...	{0} сати	... са 5 сати ...
duration	day ( = 86,400 sec)	inanimate	Овај дан	nominative	{0} дан	21 дан је	{0} дана	3 дана је	{0} дана	5 дана је
duration	day ( = 86,400 sec)	inanimate	Овај дан	accusative	{0} дан	Видим 21 дан	{0} дана	Видим 3 дана	{0} дана	Видим 5 дана
duration	day ( = 86,400 sec)	inanimate	Овај дан	genitive	{0} дана	Од 21 дана до ...	{0} дана	Од 3 дана до ...	{0} дана	Од 5 дана до ...
duration	day ( = 86,400 sec)	inanimate	Овај дан	instrumental	{0} даном	... са 21 даном ...	{0} дана	... са 3 дана ...	{0} дана	... са 5 дана ...
duration	day-person ( = 86,400 sec)	n/a	n/a	nominative	{0} дан	21 дан је	{0} дана	3 дана је	{0} дана	5 дана је
duration	day-person ( = 86,400 sec)	n/a	n/a	accusative	{0} дан	Видим 21 дан	{0} дана	Видим 3 дана	{0} дана	Видим 5 дана
duration	day-person ( = 86,400 sec)	n/a	n/a	genitive	{0} дан	Од 21 дан до ...	{0} дана	Од 3 дана до ...	{0} дана	Од 5 дана до ...
duration	day-person ( = 86,400 sec)	n/a	n/a	instrumental	{0} дан	... са 21 дан ...	{0} дана	... са 3 дана ...	{0} дана	... са 5 дана ...
duration	week ( = 604,800 sec)	feminine	Ова недеља	nominative	{0} недеља	21 недеља је	{0} недеље	3 недеље је	{0} недеља	5 недеља је
duration	week ( = 604,800 sec)	feminine	Ова недеља	accusative	{0} недељу	Видим 21 недељу	{0} недеље	Видим 3 недеље	{0} недеља	Видим 5 недеља
duration	week ( = 604,800 sec)	feminine	Ова недеља	genitive	{0} недеље	Од 21 недеље до ...	{0} недеље	Од 3 недеље до ...	{0} недеља	Од 5 недеља до ...
duration	week ( = 604,800 sec)	feminine	Ова недеља	instrumental	{0} недељом	... са 21 недељом ...	{0} недеље	... са 3 недеље ...	{0} недеља	... са 5 недеља ...
electric-current	amperes	inanimate	Овај ампер	nominative	{0} ампер	21 ампер је	{0} ампера	3 ампера је	{0} ампера	5 ампера је
electric-current	amperes	inanimate	Овај ампер	accusative	{0} ампер	Видим 21 ампер	{0} ампера	Видим 3 ампера	{0} ампера	Видим 5 ампера
electric-current	amperes	inanimate	Овај ампер	genitive	{0} ампера	Од 21 ампера до ...	{0} ампера	Од 3 ампера до ...	{0} ампера	Од 5 ампера до ...
electric-current	amperes	inanimate	Овај ампер	instrumental	{0} ампером	... са 21 ампером ...	{0} ампера	... са 3 ампера ...	{0} ампера	... са 5 ампера ...
electric-resistance	ohms	inanimate	Овај ом	nominative	{0} ом	21 ом је	{0} ома	3 ома је	{0} ома	5 ома је
electric-resistance	ohms	inanimate	Овај ом	accusative	{0} ом	Видим 21 ом	{0} ома	Видим 3 ома	{0} ома	Видим 5 ома
electric-resistance	ohms	inanimate	Овај ом	genitive	{0} ома	Од 21 ома до ...	{0} ома	Од 3 ома до ...	{0} ома	Од 5 ома до ...
electric-resistance	ohms	inanimate	Овај ом	instrumental	{0} омом	... са 21 омом ...	{0} ома	... са 3 ома ...	{0} ома	... са 5 ома ...
energy	joules	inanimate	Овај џул	nominative	{0} џул	21 џул је	{0} џула	3 џула је	{0} џула	5 џула је
energy	joules	inanimate	Овај џул	accusative	{0} џул	Видим 21 џул	{0} џула	Видим 3 џула	{0} џула	Видим 5 џула
energy	joules	inanimate	Овај џул	genitive	{0} џула	Од 21 џула до ...	{0} џула	Од 3 џула до ...	{0} џула	Од 5 џула до ...
energy	joules	inanimate	Овај џул	instrumental	{0} џулом	... са 21 џулом ...	{0} џула	... са 3 џула ...	{0} џула	... са 5 џула ...
energy	calorie ( = 4.184 J)	feminine	Ова калорија	nominative	{0} калорија	21 калорија је	{0} калорије	3 калорије је	{0} калорија	5 калорија је
energy	calorie ( = 4.184 J)	feminine	Ова калорија	accusative	{0} калорију	Видим 21 калорију	{0} калорије	Видим 3 калорије	{0} калорија	Видим 5 калорија
energy	calorie ( = 4.184 J)	feminine	Ова калорија	genitive	{0} калорије	Од 21 калорије до ...	{0} калорије	Од 3 калорије до ...	{0} калорија	Од 5 калорија до ...
energy	calorie ( = 4.184 J)	feminine	Ова калорија	instrumental	{0} калоријом	... са 21 калоријом ...	{0} калорије	... са 3 калорије ...	{0} калорија	... са 5 калорија ...
force	newtons	inanimate	Овај њутн	nominative	{0} њутн	21 њутн је	{0} њутна	3 њутна је	{0} њутна	5 њутна је
