# Grammatical Features
Gujarati	gu	grammaticalCase	general	nominative, vocative, accusative, genitive, dative, locative, instrumental
Gujarati	gu	grammaticalGender	general	neuter, masculine, feminine

# Minimal Pairs
Plural	one	{0} કિલોગ્રામ	<div class='cldr_example'><span class='cldr_substituted'>1</span> કિલોગ્રામ</div>
Plural	other	{0} કિલોગ્રામ્સ	<div class='cldr_example'><span class='cldr_substituted'>2</span> કિલોગ્રામ્સ</div>
Case	accusative	છોકરો {0} માટે બહાર રહ્યો.	<div class='cldr_example'>છોકરો <span class='cldr_substituted'>1 વૉલ્ટ</span> માટે બહાર રહ્યો.</div>
Case	dative	{0}ને લીપ વર્ષ માનવામાં આવે છે.	<div class='cldr_example'><span class='cldr_substituted'>1 વૉલ્ટ</span>ને લીપ વર્ષ માનવામાં આવે છે.</div>
Case	genitive	અમે {0}નું બિલ ભેગું આપ્યું.	<div class='cldr_example'>અમે <span class='cldr_substituted'>1 વૉલ્ટ</span>નું બિલ ભેગું આપ્યું.</div>
Case	instrumental	{0} સુધી કામ પૂરું કરવું છે.	<div class='cldr_example'><span class='cldr_substituted'>1 વૉલ્ટ</span> સુધી કામ પૂરું કરવું છે.</div>
Case	locative	{0}માં ઉજવણી કરીશું.	<div class='cldr_example'><span class='cldr_substituted'>1 વૉલ્ટ</span>માં ઉજવણી કરીશું.</div>
Case	nominative	અમે {0} દુકાને ગયા.	<div class='cldr_example'>અમે <span class='cldr_substituted'>2 વૉલ્ટ્</span> દુકાને ગયા.</div>
Case	vocative	હે ભગવાન, {0}થી દુઃખાવો છે!	<div class='cldr_example'>હે ભગવાન, <span class='cldr_substituted'>1 વૉલ્ટ</span>થી દુઃખાવો છે!</div>
Gender	feminine	{0}	<div class='cldr_example'><span class='cldr_substituted'>એમ્પીયર</span></div>
Gender	masculine	{0}	<div class='cldr_example'><span class='cldr_substituted'>મીટર</span></div>
Gender	neuter	{0}	<div class='cldr_example'><span class='cldr_substituted'>null</span></div>

# Unit Case and Gender Info
acceleration	g-force ( = 9.80665 m/s²)	masculine	ગુ-બળ	nominative	{0} ગુ-બળ	અમે 1 ગુ-બળ દુકાને ગયા.	{0} ગુ-બળ	અમે 3 ગુ-બળ દુકાને ગયા.
acceleration	g-force ( = 9.80665 m/s²)	masculine	ગુ-બળ	vocative	{0} ગુ-બળ	હે ભગવાન, 1 ગુ-બળથી દુઃખાવો છે!	{0} ગુ-બળ	હે ભગવાન, 3 ગુ-બળથી દુઃખાવો છે!
acceleration	g-force ( = 9.80665 m/s²)	masculine	ગુ-બળ	accusative	{0} ગુ-બળ	છોકરો 1 ગુ-બળ માટે બહાર રહ્યો.	{0} ગુ-બળ	છોકરો 3 ગુ-બળ માટે બહાર રહ્યો.
acceleration	g-force ( = 9.80665 m/s²)	masculine	ગુ-બળ	genitive	{0} ગુ-બળ	અમે 1 ગુ-બળનું બિલ ભેગું આપ્યું.	{0} ગુ-બળ	અમે 3 ગુ-બળનું બિલ ભેગું આપ્યું.
acceleration	g-force ( = 9.80665 m/s²)	masculine	ગુ-બળ	dative	{0} ગુ-બળ	1 ગુ-બળને લીપ વર્ષ માનવામાં આવે છે.	{0} ગુ-બળ	3 ગુ-બળને લીપ વર્ષ માનવામાં આવે છે.
acceleration	g-force ( = 9.80665 m/s²)	masculine	ગુ-બળ	locative	{0} ગુ-બળ	1 ગુ-બળમાં ઉજવણી કરીશું.	{0} ગુ-બળ	3 ગુ-બળમાં ઉજવણી કરીશું.
acceleration	g-force ( = 9.80665 m/s²)	masculine	ગુ-બળ	instrumental	{0} ગુ-બળ	1 ગુ-બળ સુધી કામ પૂરું કરવું છે.	{0} ગુ-બળ	3 ગુ-બળ સુધી કામ પૂરું કરવું છે.
angle	arc-second ( = 0.0000007˙716049382 rev)	feminine	ચાપસેકન્ડ	nominative	{0} ચાપસેકન્ડ	અમે 1 ચાપસેકન્ડ દુકાને ગયા.	{0} ચાપસેકન્ડ	અમે 3 ચાપસેકન્ડ દુકાને ગયા.
angle	arc-second ( = 0.0000007˙716049382 rev)	feminine	ચાપસેકન્ડ	vocative	{0} ચાપસેકન્ડ	હે ભગવાન, 1 ચાપસેકન્ડથી દુઃખાવો છે!	{0} ચાપસેકન્ડ	હે ભગવાન, 3 ચાપસેકન્ડથી દુઃખાવો છે!
angle	arc-second ( = 0.0000007˙716049382 rev)	feminine	ચાપસેકન્ડ	accusative	{0} ચાપસેકન્ડ	છોકરો 1 ચાપસેકન્ડ માટે બહાર રહ્યો.	{0} ચાપસેકન્ડ	છોકરો 3 ચાપસેકન્ડ માટે બહાર રહ્યો.
angle	arc-second ( = 0.0000007˙716049382 rev)	feminine	ચાપસેકન્ડ	genitive	{0} ચાપસેકન્ડ	અમે 1 ચાપસેકન્ડનું બિલ ભેગું આપ્યું.	{0} ચાપસેકન્ડ	અમે 3 ચાપસેકન્ડનું બિલ ભેગું આપ્યું.
angle	arc-second ( = 0.0000007˙716049382 rev)	feminine	ચાપસેકન્ડ	dative	{0} ચાપસેકન્ડ	1 ચાપસેકન્ડને લીપ વર્ષ માનવામાં આવે છે.	{0} ચાપસેકન્ડ	3 ચાપસેકન્ડને લીપ વર્ષ માનવામાં આવે છે.
angle	arc-second ( = 0.0000007˙716049382 rev)	feminine	ચાપસેકન્ડ	locative	{0} ચાપસેકન્ડ	1 ચાપસેકન્ડમાં ઉજવણી કરીશું.	{0} ચાપસેકન્ડ	3 ચાપસેકન્ડમાં ઉજવણી કરીશું.
angle	arc-second ( = 0.0000007˙716049382 rev)	feminine	ચાપસેકન્ડ	instrumental	{0} ચાપસેકન્ડ	1 ચાપસેકન્ડ સુધી કામ પૂરું કરવું છે.	{0} ચાપસેકન્ડ	3 ચાપસેકન્ડ સુધી કામ પૂરું કરવું છે.
angle	arc-minute ( = 0.00004˙629 rev)	feminine	ચાપમિનિટ	nominative	{0} ચાપમિનિટ	અમે 1 ચાપમિનિટ દુકાને ગયા.	{0} ચાપમિનિટ	અમે 3 ચાપમિનિટ દુકાને ગયા.
