# percentages are of *new* total
# dir	file	added	deleted	changed	total
TOTAL		51,119	9,484	10,551	1,963,322
annotations	af.xml	246	3	2	7,638
annotations	am.xml	246	0	0	6,716
annotations	ar.xml	280	10	2	6,748
annotations	ar_SA.xml	0	0	0	2
annotations	as.xml	250	11	6	7,106
annotations	ast.xml	0	0	0	42
annotations	az.xml	256	8	2	7,141
annotations	be.xml	248	0	1	7,612
annotations	bg.xml	236	2	2	6,937
annotations	bn.xml	218	13	6	7,325
annotations	br.xml	0	0	0	1,022
annotations	bs.xml	262	17	9	6,984
annotations	ca.xml	250	3	2	7,410
annotations	ccp.xml	0	0	0	464
annotations	ceb.xml	0	0	0	7
annotations	chr.xml	239	0	0	7,039
annotations	cs.xml	305	3	2	9,524
annotations	cy.xml	254	9	6	6,850
annotations	da.xml	285	3	2	7,000
annotations	de.xml	296	4	2	6,843
annotations	de_CH.xml	38	123	1	514
annotations	el.xml	251	4	4	7,187
annotations	en.xml	249	11	12	7,032
annotations	en_001.xml	38	2	0	1,232
annotations	en_AU.xml	60	21	5	951
annotations	en_CA.xml	33	24	0	499
annotations	en_GB.xml	59	26	0	277
annotations	en_IN.xml	5	3	1	34
annotations	es.xml	287	4	6	7,726
annotations	es_419.xml	419	4	4	4,012
annotations	es_MX.xml	216	182	0	2,865
annotations	es_US.xml	131	254	0	1,422
annotations	et.xml	241	2	6	7,124
annotations	eu.xml	252	7	6	7,619
annotations	fa.xml	256	13	5	8,018
annotations	fi.xml	254	2	1	7,787
annotations	fil.xml	251	5	1	8,013
annotations	fo.xml	24	9	6	7,395
annotations	fr.xml	241	2	4	6,459
annotations	fr_CA.xml	317	27	2	4,235
annotations	ga.xml	120	3	0	6,519
annotations	gd.xml	290	6	6	8,424
annotations	gl.xml	260	15	7	7,227
annotations	gu.xml	251	11	6	7,193
annotations	he.xml	270	0	0	7,488
annotations	hi.xml	251	5	5	7,377
annotations	hr.xml	237	0	1	7,040
annotations	hu.xml	262	8	6	7,296
annotations	hy.xml	243	2	4	7,206
annotations	ia.xml	0	0	0	408
annotations	id.xml	239	0	0	7,368
annotations	is.xml	243	1	0	6,940
annotations	it.xml	267	2	2	7,289
annotations	ja.xml	281	0	2	7,866
annotations	jv.xml	247	0	1	6,992
annotations	ka.xml	255	3	6	7,497
annotations	kab.xml	0	0	0	674
annotations	kk.xml	250	15	9	6,934
annotations	km.xml	260	8	5	6,829
annotations	kn.xml	271	17	7	6,655
annotations	ko.xml	232	0	2	6,703
annotations	kok.xml	333	248	39	7,307
annotations	ku.xml	0	0	0	76
annotations	ky.xml	170	8	5	6,508
annotations	lo.xml	258	0	1	6,686
annotations	lt.xml	229	0	1	6,851
annotations	lv.xml	252	4	9	7,121
annotations	mk.xml	236	5	5	6,852
annotations	ml.xml	560	7	1	7,381
annotations	mn.xml	253	12	6	6,686
annotations	mr.xml	195	24	5	7,385
annotations	ms.xml	253	11	6	7,154
annotations	my.xml	262	16	6	6,543
annotations	nb.xml	311	2	2	7,756
annotations	ne.xml	262	13	4	7,168
annotations	nl.xml	252	12	6	7,181
annotations	nn.xml	0	0	0	130
annotations	or.xml	234	5	5	7,193
annotations	pa.xml	253	10	4	7,630
annotations	pcm.xml	7,130	0	0	7,130
annotations	pl.xml	256	3	2	7,347
annotations	ps.xml	251	1	0	6,885
annotations	pt.xml	237	0	1	7,282
annotations	pt_PT.xml	395	53	6	6,362
annotations	qu.xml	0	0	0	40
annotations	ro.xml	252	8	6	7,462
annotations	root.xml	3,082	0	0	3,082
annotations	ru.xml	270	0	0	8,733
annotations	sd.xml	254	8	2	6,447
annotations	si.xml	266	11	6	7,272
annotations	sk.xml	252	0	5	7,434
annotations	sl.xml	249	5	6	7,592
annotations	so.xml	612	0	1	7,216
annotations	sq.xml	235	0	2	7,135
annotations	sr.xml	233	2	0	7,292
annotations	sr_Cyrl_BA.xml	0	0	0	8
annotations	sr_Latn.xml	231	0	0	7,163
annotations	sr_Latn_BA.xml	0	0	0	8
annotations	sv.xml	276	10	5	6,719
annotations	sw.xml	248	0	4	7,193
annotations	sw_KE.xml	13	0	0	244
annotations	ta.xml	273	18	5	7,053
annotations	te.xml	272	16	6	6,834
annotations	th.xml	249	0	0	6,588
annotations	tk.xml	245	0	0	7,168
annotations	to.xml	0	0	0	3,168
annotations	tr.xml	250	3	1	7,257
annotations	uk.xml	270	3	4	7,760
annotations	ur.xml	250	1	1	7,072
annotations	uz.xml	251	9	10	7,478
annotations	vi.xml	251	0	0	7,155
annotations	yue.xml	240	0	0	7,098
annotations	yue_Hans.xml	244	0	0	7,145
annotations	zh.xml	276	4	3	7,182
annotations	zh_Hant.xml	247	7	3	5,198
annotations	zh_Hant_HK.xml	146	0	0	3,582
annotations	zu.xml	301	4	4	7,083
bcp47	calendar.xml	0	0	0	73
bcp47	collation.xml	0	0	0	158
bcp47	currency.xml	0	0	0	615
bcp47	measure.xml	0	0	0	10
bcp47	number.xml	4	0	0	180
bcp47	segmentation.xml	0	0	0	22
bcp47	timezone.xml	0	0	0	1,401
bcp47	transform-destination.xml	0	0	0	67
bcp47	transform.xml	0	0	0	48
bcp47	transform_hybrid.xml	0	0	0	5
bcp47	transform_ime.xml	0	0	0	10
bcp47	transform_keyboard.xml	0	0	0	60
bcp47	transform_mt.xml	0	0	0	4
bcp47	transform_private_use.xml	0	0	0	5
bcp47	variant.xml	0	0	0	20
collation	af.xml	0	0	0	1
collation	am.xml	0	0	0	1
collation	ar.xml	0	0	0	792
collation	as.xml	0	0	0	18
collation	az.xml	0	0	0	15
collation	be.xml	0	0	0	4
collation	bg.xml	0	0	0	2
collation	bn.xml	0	0	0	618
collation	bo.xml	0	0	0	1
collation	bs.xml	0	0	0	2
collation	bs_Cyrl.xml	0	0	0	1
collation	ca.xml	0	0	0	7
collation	ceb.xml	0	0	0	1
collation	chr.xml	0	0	0	1
collation	cs.xml	0	0	0	11
collation	cu.xml	0	0	0	20
collation	cy.xml	0	0	0	8
collation	da.xml	0	0	0	11
collation	de.xml	0	0	0	25
collation	de_AT.xml	0	0	0	4
collation	dsb.xml	0	0	0	8
collation	dz.xml	0	0	0	74
collation	ee.xml	0	0	0	11
collation	el.xml	0	0	0	2
collation	en_US_POSIX.xml	0	0	0	2
collation	eo.xml	0	0	0	6
collation	es.xml	0	0	0	11
collation	et.xml	0	0	0	2
collation	fa.xml	0	0	0	10
collation	fa_AF.xml	0	0	0	1
collation	ff_Adlm.xml	173	0	0	173
collation	fi.xml	0	0	0	22
collation	fil.xml	0	0	0	1
collation	fo.xml	0	0	0	13
collation	fr_CA.xml	0	0	0	1
collation	gl.xml	0	0	0	2
collation	gu.xml	0	0	0	26
collation	ha.xml	0	0	0	6
collation	haw.xml	0	0	0	2
collation	he.xml	0	0	0	9
collation	hi.xml	0	0	0	12
collation	hr.xml	0	0	0	10
collation	hsb.xml	0	0	0	7
collation	hu.xml	0	0	0	77
collation	hy.xml	0	0	0	2
collation	ig.xml	0	0	0	9
collation	is.xml	0	0	0	10
collation	ja.xml	0	0	0	423
collation	ka.xml	0	0	0	1
collation	kk.xml	0	0	0	5
collation	kl.xml	0	0	0	8
collation	km.xml	0	0	0	60
collation	kn.xml	0	0	0	640
collation	ko.xml	0	0	0	866
collation	kok.xml	0	0	0	22
collation	ku.xml	0	0	0	19
collation	ky.xml	0	0	0	3
collation	lkt.xml	0	0	0	5
collation	ln.xml	0	0	0	12
collation	lo.xml	0	0	0	1
collation	lt.xml	0	0	0	10
collation	lv.xml	0	0	0	9
collation	mk.xml	0	0	0	4
collation	ml.xml	0	0	0	28
collation	mn.xml	0	0	0	1
collation	mr.xml	0	0	0	26
collation	mt.xml	0	0	0	13
collation	my.xml	0	0	0	377
collation	nb.xml	0	0	0	7
collation	ne.xml	0	0	0	1
collation	nn.xml	0	0	0	2
collation	om.xml	0	0	0	1
collation	or.xml	0	0	0	14
collation	pa.xml	0	0	0	4
collation	pl.xml	0	0	0	8
collation	ps.xml	0	0	0	18
