# Grammatical Features
Russian	ru	grammaticalCase	general	nominative, vocative, accusative, genitive, locative, dative, instrumental, prepositional
Russian	ru	grammaticalCase	units	nominative, accusative, genitive, dative, instrumental, prepositional
Russian	ru	grammaticalGender	general	masculine, feminine, neuter

# Minimal Pairs
Plural	one	из {0} книги за {0} день	<div class='cldr_example'>из <span class='cldr_substituted'>1</span> книги за <span class='cldr_substituted'>1</span> день</div><div class='cldr_example'>❌  из <span class='cldr_substituted'>10,0</span> книги за <span class='cldr_substituted'>10,0</span> день</div>
Plural	few	из {0} книг за {0} дня	<div class='cldr_example'>из <span class='cldr_substituted'>2</span> книг за <span class='cldr_substituted'>2</span> дня</div><div class='cldr_example'>❌  из <span class='cldr_substituted'>10,0</span> книг за <span class='cldr_substituted'>10,0</span> дня</div>
Plural	many	из {0} книг за {0} дней	<div class='cldr_example'>из <span class='cldr_substituted'>5</span> книг за <span class='cldr_substituted'>5</span> дней</div><div class='cldr_example'>❌  из <span class='cldr_substituted'>10,0</span> книг за <span class='cldr_substituted'>10,0</span> дней</div>
Plural	other	из {0} книги за {0} дня	<div class='cldr_example'>из <span class='cldr_substituted'>10,0</span> книги за <span class='cldr_substituted'>10,0</span> дня</div><div class='cldr_example'>❌  из <span class='cldr_substituted'>2</span> книги за <span class='cldr_substituted'>2</span> дня</div>
Case (for measurement units)	nominative	{0} здесь	<div class='cldr_example'><span class='cldr_substituted'>1 миллионная доля</span> здесь</div><div class='cldr_example'>❌  <span class='cldr_substituted'>1 миллионную долю</span> здесь</div>
Case (for measurement units)	vocative	Эй, {0}	<div class='cldr_example'>Эй, <span class='cldr_substituted'>null</span></div><div class='cldr_example'>❌  Эй, <span class='cldr_substituted'>1 миллионную долю</span></div>
Case (for measurement units)	accusative	Вижу {0}	<div class='cldr_example'>Вижу <span class='cldr_substituted'>1 миллионную долю</span></div><div class='cldr_example'>❌  Вижу <span class='cldr_substituted'>1 миллионной доле</span></div>
Case (for measurement units)	genitive	Не хватает {0}	<div class='cldr_example'>Не хватает <span class='cldr_substituted'>5 миллионных долей</span></div><div class='cldr_example'>❌  Не хватает <span class='cldr_substituted'>1 миллионную долю</span></div>
Case (for measurement units)	locative	Сижу на {0}	<div class='cldr_example'>Сижу на <span class='cldr_substituted'>null</span></div><div class='cldr_example'>❌  Сижу на <span class='cldr_substituted'>1 миллионную долю</span></div>
Case (for measurement units)	dative	Верю {0}	<div class='cldr_example'>Верю <span class='cldr_substituted'>1 миллионной доле</span></div><div class='cldr_example'>❌  Верю <span class='cldr_substituted'>1 миллионную долю</span></div>
Case (for measurement units)	instrumental	Занимаюсь {0}	<div class='cldr_example'>Занимаюсь <span class='cldr_substituted'>1 миллионной долей</span></div><div class='cldr_example'>❌  Занимаюсь <span class='cldr_substituted'>1 миллионную долю</span></div>
Case (for measurement units)	prepositional	Думаю о {0}	<div class='cldr_example'>Думаю о <span class='cldr_substituted'>5 миллионных долях</span></div><div class='cldr_example'>❌  Думаю о <span class='cldr_substituted'>1 миллионную долю</span></div>
Gender (for measurement units)	masculine	этот {0}	<div class='cldr_example'>этот <span class='cldr_substituted'>сантиметр</span></div><div class='cldr_example'>❌  этот <span class='cldr_substituted'>минута</span></div>
Gender (for measurement units)	feminine	эта {0}	<div class='cldr_example'>эта <span class='cldr_substituted'>минута</span></div><div class='cldr_example'>❌  эта <span class='cldr_substituted'>сантиметр</span></div>
Gender (for measurement units)	neuter	это {0}	<div class='cldr_example'>это <span class='cldr_substituted'>десятилетие</span></div><div class='cldr_example'>❌  это <span class='cldr_substituted'>минута</span></div>

# Unit Case and Gender Info
acceleration	meters per second squared	masculine	этот метр на секунду в квадрате	nominative	{0} метр на секунду в квадрате	21 метр на секунду в квадрате здесь	{0} метра на секунду в квадрате	3 метра на секунду в квадрате здесь	{0} метров на секунду в квадрате	5 метров на секунду в квадрате здесь	{0} метра на секунду в квадрате	0,1 метра на секунду в квадрате здесь
acceleration	meters per second squared	masculine	этот метр на секунду в квадрате	accusative	{0} метр на секунду в квадрате	Вижу 21 метр на секунду в квадрате	{0} метра на секунду в квадрате	Вижу 3 метра на секунду в квадрате	{0} метров на секунду в квадрате	Вижу 5 метров на секунду в квадрате	{0} метра на секунду в квадрате	Вижу 0,1 метра на секунду в квадрате
acceleration	meters per second squared	masculine	этот метр на секунду в квадрате	genitive	{0} метра на секунду в квадрате	Не хватает 21 метра на секунду в квадрате	{0} метров на секунду в квадрате	Не хватает 3 метров на секунду в квадрате	{0} метров на секунду в квадрате	Не хватает 5 метров на секунду в квадрате	{0} метра на секунду в квадрате	Не хватает 0,1 метра на секунду в квадрате
acceleration	meters per second squared	masculine	этот метр на секунду в квадрате	dative	{0} метру на секунду в квадрате	Верю 21 метру на секунду в квадрате	{0} метрам на секунду в квадрате	Верю 3 метрам на секунду в квадрате	{0} метрам на секунду в квадрате	Верю 5 метрам на секунду в квадрате	{0} метра на секунду в квадрате	Верю 0,1 метра на секунду в квадрате
acceleration	meters per second squared	masculine	этот метр на секунду в квадрате	instrumental	{0} метром на секунду в квадрате	Занимаюсь 21 метром на секунду в квадрате	{0} метрами на секунду в квадрате	Занимаюсь 3 метрами на секунду в квадрате	{0} метрами на секунду в квадрате	Занимаюсь 5 метрами на секунду в квадрате	{0} метра на секунду в квадрате	Занимаюсь 0,1 метра на секунду в квадрате
acceleration	meters per second squared	masculine	этот метр на секунду в квадрате	prepositional	{0} метре на секунду в квадрате	Думаю о 21 метре на секунду в квадрате	{0} метрах на секунду в квадрате	Думаю о 3 метрах на секунду в квадрате	{0} метрах на секунду в квадрате	Думаю о 5 метрах на секунду в квадрате	{0} метра на секунду в квадрате	Думаю о 0,1 метра на секунду в квадрате
acceleration	g-force ( = 9.80665 m/s²)	masculine	этот g	nominative	{0} g	21 g здесь	{0} g	3 g здесь	{0} g	5 g здесь	{0} g	0,1 g здесь
acceleration	g-force ( = 9.80665 m/s²)	masculine	этот g	accusative	{0} g	Вижу 21 g	{0} g	Вижу 3 g	{0} g	Вижу 5 g	{0} g	Вижу 0,1 g
acceleration	g-force ( = 9.80665 m/s²)	masculine	этот g	genitive	{0} g	Не хватает 21 g	{0} g	Не хватает 3 g	{0} g	Не хватает 5 g	{0} g	Не хватает 0,1 g
acceleration	g-force ( = 9.80665 m/s²)	masculine	этот g	dative	{0} g	Верю 21 g	{0} g	Верю 3 g	{0} g	Верю 5 g	{0} g	Верю 0,1 g
acceleration	g-force ( = 9.80665 m/s²)	masculine	этот g	instrumental	{0} g	Занимаюсь 21 g	{0} g	Занимаюсь 3 g	{0} g	Занимаюсь 5 g	{0} g	Занимаюсь 0,1 g
acceleration	g-force ( = 9.80665 m/s²)	masculine	этот g	prepositional	{0} g	Думаю о 21 g	{0} g	Думаю о 3 g	{0} g	Думаю о 5 g	{0} g	Думаю о 0,1 g
angle	arc-second ( = 0.0000007˙716049382 rev)	feminine	эта секунда	nominative	{0} секунда	21 секунда здесь	{0} секунды	3 секунды здесь	{0} секунд	5 секунд здесь	{0} секунды	0,1 секунды здесь
