# Grammatical Features
Serbian	sr	grammaticalCase	general	nominative, vocative, accusative, genitive, locative, dative, instrumental
Serbian	sr	grammaticalCase	units	nominative, accusative, genitive, instrumental
Serbian	sr	grammaticalGender	general	animate, inanimate, feminine, neuter
Serbian	sr	grammaticalGender	units	inanimate, feminine, neuter

# Minimal Pairs
Plural	one	{0} сат	<div class='cldr_example'><span class='cldr_substituted'>1</span> сат</div><div class='cldr_example'>❌  <span class='cldr_substituted'>5</span> сат</div>
Plural	few	{0} сата	<div class='cldr_example'><span class='cldr_substituted'>2</span> сата</div><div class='cldr_example'>❌  <span class='cldr_substituted'>5</span> сата</div>
Plural	other	{0} сати	<div class='cldr_example'><span class='cldr_substituted'>5</span> сати</div><div class='cldr_example'>❌  <span class='cldr_substituted'>2</span> сати</div>
Case (for measurement units)	nominative	{0} је	<div class='cldr_example'><span class='cldr_substituted'>1 микросекунда</span> је</div><div class='cldr_example'>❌  <span class='cldr_substituted'>1 микросекунду</span> је</div>
Case (for measurement units)	accusative	Видим {0}	<div class='cldr_example'>Видим <span class='cldr_substituted'>1 микросекунду</span></div><div class='cldr_example'>❌  Видим <span class='cldr_substituted'>5 микросекунди</span></div>
Case (for measurement units)	genitive	Од {0} до ...	<div class='cldr_example'>Од <span class='cldr_substituted'>5 микросекунди</span> до ...</div><div class='cldr_example'>❌  Од <span class='cldr_substituted'>1 микросекунду</span> до ...</div>
Case (for measurement units)	instrumental	... са {0} ...	<div class='cldr_example'>... са <span class='cldr_substituted'>1 микросекундом</span> ...</div><div class='cldr_example'>❌  ... са <span class='cldr_substituted'>1 микросекунду</span> ...</div>
Gender (for measurement units)	inanimate	Овај {0}	<div class='cldr_example'>Овај <span class='cldr_substituted'>центиметар</span></div><div class='cldr_example'>❌  Овај <span class='cldr_substituted'>деценија</span></div>
Gender (for measurement units)	feminine	Ова {0}	<div class='cldr_example'>Ова <span class='cldr_substituted'>деценија</span></div><div class='cldr_example'>❌  Ова <span class='cldr_substituted'>центиметар</span></div>
Gender (for measurement units)	neuter	Ово {0}	<div class='cldr_example'>Ово <span class='cldr_substituted'>null</span></div><div class='cldr_example'>❌  Ово <span class='cldr_substituted'>деценија</span></div>

# Unit Case and Gender Info
acceleration	meters per second squared	inanimate	Овај метар у секунди на квадрат	nominative	{0} метар у секунди на квадрат	21 метар у секунди на квадрат је	{0} метра у секунди на квадрат	3 метра у секунди на квадрат је	{0} метара у секунди на квадрат	5 метара у секунди на квадрат је
acceleration	meters per second squared	inanimate	Овај метар у секунди на квадрат	accusative	{0} метар у секунди на квадрат	Видим 21 метар у секунди на квадрат	{0} метра у секунди на квадрат	Видим 3 метра у секунди на квадрат	{0} метара у секунди на квадрат	Видим 5 метара у секунди на квадрат
acceleration	meters per second squared	inanimate	Овај метар у секунди на квадрат	genitive	{0} метра у секунди на квадрат	Од 21 метра у секунди на квадрат до ...	{0} метра у секунди на квадрат	Од 3 метра у секунди на квадрат до ...	{0} метара у секунди на квадрат	Од 5 метара у секунди на квадрат до ...
acceleration	meters per second squared	inanimate	Овај метар у секунди на квадрат	instrumental	{0} метром у секунди на квадрат	... са 21 метром у секунди на квадрат ...	{0} метра у секунди на квадрат	... са 3 метра у секунди на квадрат ...	{0} метара у секунди на квадрат	... са 5 метара у секунди на квадрат ...
acceleration	g-force ( = 9.80665 m/s²)	feminine	Ова ге сила	nominative	{0} ге сила	21 ге сила је	{0} ге сила	3 ге сила је	{0} ге сила	5 ге сила је
acceleration	g-force ( = 9.80665 m/s²)	feminine	Ова ге сила	accusative	{0} ге силу	Видим 21 ге силу	{0} ге сила	Видим 3 ге сила	{0} ге сила	Видим 5 ге сила
acceleration	g-force ( = 9.80665 m/s²)	feminine	Ова ге сила	genitive	{0} ге силе	Од 21 ге силе до ...	{0} ге сила	Од 3 ге сила до ...	{0} ге сила	Од 5 ге сила до ...
acceleration	g-force ( = 9.80665 m/s²)	feminine	Ова ге сила	instrumental	{0} ге силом	... са 21 ге силом ...	{0} ге сила	... са 3 ге сила ...	{0} ге сила	... са 5 ге сила ...
angle	arc-second ( = 0.0000007˙716049382 rev)	feminine	Ова лучна секунда	nominative	{0} лучна секунда	21 лучна секунда је	{0} лучне секунде	3 лучне секунде је	{0} лучних секунди	5 лучних секунди је
angle	arc-second ( = 0.0000007˙716049382 rev)	feminine	Ова лучна секунда	accusative	{0} лучну секунду	Видим 21 лучну секунду	{0} лучне секунде	Видим 3 лучне секунде	{0} лучних секунди	Видим 5 лучних секунди
angle	arc-second ( = 0.0000007˙716049382 rev)	feminine	Ова лучна секунда	genitive	{0} лучне секунде	Од 21 лучне секунде до ...	{0} лучне секунде	Од 3 лучне секунде до ...	{0} лучних секунди	Од 5 лучних секунди до ...
angle	arc-second ( = 0.0000007˙716049382 rev)	feminine	Ова лучна секунда	instrumental	{0} лучном секундом	... са 21 лучном секундом ...	{0} лучне секунде	... са 3 лучне секунде ...	{0} лучних секунди	... са 5 лучних секунди ...
angle	arc-minute ( = 0.00004˙629 rev)	inanimate	Овај лучни минут	nominative	{0} лучни минут	21 лучни минут је	{0} лучна минута	3 лучна минута је	{0} лучних минута	5 лучних минута је
