# Grammatical Features
Greek	el	grammaticalCase	general	nominative, vocative, accusative, genitive
Greek	el	grammaticalCase	units	nominative, accusative, genitive
Greek	el	grammaticalGender	general	masculine, feminine, neuter

# Minimal Pairs
Plural	one	{0} ημέρα	<div class='cldr_example'><span class='cldr_substituted'>1</span> ημέρα</div><div class='cldr_example'>❌  <span class='cldr_substituted'>2</span> ημέρα</div>
Plural	other	{0} ημέρες	<div class='cldr_example'><span class='cldr_substituted'>2</span> ημέρες</div><div class='cldr_example'>❌  <span class='cldr_substituted'>1</span> ημέρες</div>
Case (for measurement units)	nominative	Η απόσταση είναι {0} …	<div class='cldr_example'>Η απόσταση είναι <span class='cldr_substituted'>2 τόνοι</span> …</div><div class='cldr_example'>❌  Η απόσταση είναι <span class='cldr_substituted'>1 τόνο</span> …</div>
Case (for measurement units)	accusative	… ανά {0} …	<div class='cldr_example'>… ανά <span class='cldr_substituted'>1 τόνο</span> …</div><div class='cldr_example'>❌  … ανά <span class='cldr_substituted'>1 τόνου</span> …</div>
Case (for measurement units)	genitive	… αξίας {0} …	<div class='cldr_example'>… αξίας <span class='cldr_substituted'>1 τόνου</span> …</div><div class='cldr_example'>❌  … αξίας <span class='cldr_substituted'>1 τόνο</span> …</div>
Gender (for measurement units)	masculine	Ο {0} θα είναι	<div class='cldr_example'>Ο <span class='cldr_substituted'>τόνος</span> θα είναι</div><div class='cldr_example'>❌  Ο <span class='cldr_substituted'>ημέρα</span> θα είναι</div>
Gender (for measurement units)	feminine	Η {0} είναι	<div class='cldr_example'>Η <span class='cldr_substituted'>ημέρα</span> είναι</div><div class='cldr_example'>❌  Η <span class='cldr_substituted'>τόνος</span> είναι</div>
Gender (for measurement units)	neuter	Το {0} ήταν	<div class='cldr_example'>Το <span class='cldr_substituted'>μέτρο</span> ήταν</div><div class='cldr_example'>❌  Το <span class='cldr_substituted'>ημέρα</span> ήταν</div>

# Unit Case and Gender Info
acceleration	meters per second squared	n/a	n/a	nominative	{0} μέτρο ανά τετραγωνικό δευτερόλεπτο	Η απόσταση είναι 1 μέτρο ανά τετραγωνικό δευτερόλεπτο …	{0} μέτρα ανά τετραγωνικό δευτερόλεπτο	Η απόσταση είναι 2 μέτρα ανά τετραγωνικό δευτερόλεπτο …
acceleration	meters per second squared	n/a	n/a	accusative	{0} μέτρο ανά τετραγωνικό δευτερόλεπτο	… ανά 1 μέτρο ανά τετραγωνικό δευτερόλεπτο …	{0} μέτρα ανά τετραγωνικό δευτερόλεπτο	… ανά 2 μέτρα ανά τετραγωνικό δευτερόλεπτο …
acceleration	meters per second squared	n/a	n/a	genitive	{0} μέτρο ανά τετραγωνικό δευτερόλεπτο	… αξίας 1 μέτρο ανά τετραγωνικό δευτερόλεπτο …	{0} μέτρα ανά τετραγωνικό δευτερόλεπτο	… αξίας 2 μέτρα ανά τετραγωνικό δευτερόλεπτο …
acceleration	g-force ( = 9.80665 m/s²)	feminine	Η δύναμη επιτάχυνσης είναι	nominative	{0} δύναμη επιτάχυνσης	Η απόσταση είναι 1 δύναμη επιτάχυνσης …	{0} δυνάμεις επιτάχυνσης	Η απόσταση είναι 2 δυνάμεις επιτάχυνσης …
acceleration	g-force ( = 9.80665 m/s²)	feminine	Η δύναμη επιτάχυνσης είναι	accusative	{0} δύναμη επιτάχυνσης	… ανά 1 δύναμη επιτάχυνσης …	{0} δυνάμεις επιτάχυνσης	… ανά 2 δυνάμεις επιτάχυνσης …
acceleration	g-force ( = 9.80665 m/s²)	feminine	Η δύναμη επιτάχυνσης είναι	genitive	{0} δύναμης επιτάχυνσης	… αξίας 1 δύναμης επιτάχυνσης …	{0} δυνάμεων επιτάχυνσης	… αξίας 2 δυνάμεων επιτάχυνσης …
angle	arc-second ( = 0.0000007˙716049382 rev)	neuter	Το δευτερόλεπτο του τόξου ήταν	nominative	{0} δευτερόλεπτο του τόξου	Η απόσταση είναι 1 δευτερόλεπτο του τόξου …	{0} δευτερόλεπτα του τόξου	Η απόσταση είναι 2 δευτερόλεπτα του τόξου …
angle	arc-second ( = 0.0000007˙716049382 rev)	neuter	Το δευτερόλεπτο του τόξου ήταν	accusative	{0} δευτερόλεπτο του τόξου	… ανά 1 δευτερόλεπτο του τόξου …	{0} δευτερόλεπτα του τόξου	… ανά 2 δευτερόλεπτα του τόξου …
angle	arc-second ( = 0.0000007˙716049382 rev)	neuter	Το δευτερόλεπτο του τόξου ήταν	genitive	{0} δευτερολέπτου του τόξου	… αξίας 1 δευτερολέπτου του τόξου …	{0} δευτερολέπτων του τόξου	… αξίας 2 δευτερολέπτων του τόξου …
angle	arc-minute ( = 0.00004˙629 rev)	neuter	Το λεπτό του τόξου ήταν	nominative	{0} λεπτό του τόξου	Η απόσταση είναι 1 λεπτό του τόξου …	{0} λεπτά του τόξου	Η απόσταση είναι 2 λεπτά του τόξου …
