# dir	file	added	deleted	changed	total
TOTAL		118,347	29,979	48,687	2,836,144
annotations	af.xml	470	1,086	3	15,395
annotations	ak.xml	615	138	144	12,844
annotations	am.xml	92	0	0	11,708
annotations	ar.xml	98	0	0	15,220
annotations	ar_SA.xml	40	0	0	42
annotations	as.xml	88	0	0	8,798
annotations	ast.xml	10	0	0	52
annotations	az.xml	97	3	2	10,496
annotations	ba.xml	8,745	1,934	1,934	12,613
annotations	be.xml	104	17	4	9,248
annotations	bew.xml	0	0	0	235
annotations	bg.xml	111	8	0	10,962
annotations	bgn.xml	0	0	0	24
annotations	blo.xml	0	0	107	126
annotations	bn.xml	99	19	0	11,651
annotations	br.xml	124	7	7	3,899
annotations	bs.xml	96	0	0	8,647
annotations	ca.xml	145	10	4	12,837
annotations	ca_ES_VALENCIA.xml	0	0	0	108
annotations	ccp.xml	41	2	0	505
annotations	ceb.xml	0	0	0	7
annotations	chr.xml	100	10	0	8,636
annotations	ckb.xml	0	0	0	2
annotations	cs.xml	106	0	0	18,340
annotations	cv.xml	99	6	2	11,824
annotations	cy.xml	95	0	0	8,582
annotations	da.xml	185	53	0	10,645
annotations	de.xml	189	60	3	11,881
annotations	de_CH.xml	424	355	87	1,901
annotations	doi.xml	0	0	0	16
annotations	dsb.xml	9,953	1,689	0	18,803
annotations	el.xml	98	5	0	11,900
annotations	en.xml	96	0	0	13,142
annotations	en_001.xml	595	191	9	2,742
annotations	en_AU.xml	17	107	0	2,006
annotations	en_CA.xml	318	216	7	1,847
annotations	en_GB.xml	429	330	15	1,846
annotations	en_IN.xml	135	465	1	1,502
annotations	es.xml	98	0	0	9,787
annotations	es_419.xml	97	1	1	9,560
annotations	es_MX.xml	40	0	0	3,235
annotations	es_US.xml	40	0	0	4,226
annotations	et.xml	91	0	0	10,552
annotations	eu.xml	111	0	0	9,371
annotations	fa.xml	104	38	0	11,863
annotations	ff.xml	30	0	0	30
annotations	ff_Adlm.xml	10	0	0	494
annotations	fi.xml	96	1	0	10,088
annotations	fil.xml	96	0	0	11,137
annotations	fo.xml	40	0	0	8,577
annotations	fr.xml	93	42	0	12,380
annotations	fr_CA.xml	45	0	0	5,036
annotations	frr.xml	64	0	0	5,921
annotations	ga.xml	1,218	420	9	12,066
annotations	gd.xml	113	0	0	10,410
annotations	gl.xml	107	2	0	8,715
annotations	gu.xml	77	0	0	14,276
annotations	ha.xml	882	465	4	14,890
annotations	ha_NE.xml	882	465	4	14,890
annotations	he.xml	100	5	0	10,647
annotations	hi.xml	132	16	1	11,385
annotations	hi_Latn.xml	0	0	0	3,937
annotations	hr.xml	96	0	0	10,625
annotations	hsb.xml	11,607	1,836	0	21,315
annotations	hu.xml	238	92	2	12,171
annotations	hy.xml	95	0	0	8,831
annotations	ia.xml	71	17	1	513
annotations	id.xml	95	0	0	12,160
annotations	ig.xml	86	0	0	10,305
annotations	is.xml	92	0	0	8,529
annotations	it.xml	107	271	5	14,531
annotations	ja.xml	94	9	1	11,074
annotations	jv.xml	383	146	2	9,188
annotations	ka.xml	102	1	0	9,120
annotations	kab.xml	8	15	0	2,013
annotations	kk.xml	96	0	0	10,263
annotations	kk_Arab.xml	125	84	7	10,272
annotations	kl.xml	30	0	0	5,077
annotations	km.xml	96	0	0	8,566
annotations	kn.xml	100	5	0	14,421
annotations	ko.xml	485	98	0	12,660
annotations	kok.xml	96	0	0	9,074
annotations	ku.xml	0	0	0	149
annotations	ky.xml	90	0	1	8,141
annotations	lb.xml	30	0	0	5,979
annotations	lij.xml	10	0	0	3,032
annotations	lo.xml	87	5	3	9,470
annotations	lt.xml	99	3	0	10,069
annotations	lv.xml	96	0	0	10,424
annotations	mai.xml	0	0	0	8
annotations	mi.xml	10	0	0	5,653
annotations	mk.xml	96	2	2	12,219
annotations	ml.xml	159	52	0	9,607
annotations	mn.xml	94	0	0	8,506
annotations	mni.xml	0	0	0	14
annotations	mr.xml	124	20	19	12,615
annotations	ms.xml	107	10	0	10,645
annotations	mt.xml	30	0	0	5,819
annotations	my.xml	101	4	2	8,671
annotations	ne.xml	2,425	1,230	0	11,174
annotations	nl.xml	370	229	0	12,411
annotations	nn.xml	80	1	0	5,934
annotations	no.xml	159	75	0	10,687
annotations	nso.xml	0	0	0	5,960
annotations	oc.xml	0	0	0	422
annotations	om.xml	194	69	1,570	8,847
annotations	or.xml	99	2	0	8,934
annotations	pa.xml	97	0	1	12,357
annotations	pa_Arab.xml	0	0	0	5,960
annotations	pap.xml	0	0	0	31
annotations	pcm.xml	95	0	0	9,652
annotations	pl.xml	97	2	1	12,389
annotations	ps.xml	207	121	1	8,874
annotations	pt.xml	568	588	5	12,905
annotations	pt_PT.xml	62	21	1	9,610
annotations	qu.xml	517	87	88	8,669
annotations	quc.xml	0	0	0	5,759
annotations	rhg.xml	10	0	0	1,501
annotations	rm.xml	13,123	1,932	1,916	17,038
annotations	ro.xml	101	0	0	14,160
annotations	root.xml	36	0	0	3,932
annotations	ru.xml	107	0	0	12,781
annotations	rw.xml	0	0	0	5,827
annotations	sa.xml	0	0	0	16
annotations	sat.xml	25	17	0	651
annotations	sc.xml	10	0	0	7,205
annotations	sd.xml	151	38	1	8,167
annotations	shn.xml	9,733	1,933	1,933	13,599
annotations	si.xml	96	0	1	8,938
annotations	sk.xml	112	1	0	14,281
annotations	sl.xml	94	6	1	11,106
annotations	so.xml	106	9	1	8,882
annotations	sq.xml	565	143	4	11,170
annotations	sr.xml	95	2	0	10,273
annotations	sr_Cyrl_BA.xml	0	0	0	2,201
annotations	sr_Latn.xml	95	2	0	10,246
annotations	sr_Latn_BA.xml	0	0	0	2,187
annotations	su.xml	40	0	0	48
annotations	sv.xml	387	122	7	9,084
annotations	sv_FI.xml	2	0	0	6
annotations	sw.xml	83	0	0	10,044
annotations	sw_KE.xml	0	0	0	240
annotations	syr.xml	165	16	16	197
annotations	ta.xml	94	0	0	12,144
annotations	te.xml	131	49	0	13,968
annotations	tg.xml	4	0	0	6,072
annotations	th.xml	97	0	0	9,992
annotations	ti.xml	95	0	0	10,781
annotations	tk.xml	183	20	2	8,943
annotations	tn.xml	0	0	0	5,948
annotations	to.xml	38	1	1	6,644
annotations	tr.xml	96	177	0	11,871
annotations	tt.xml	0	0	0	8
annotations	ug.xml	0	0	0	5,805
annotations	uk.xml	109	9	0	12,521
annotations	ur.xml	95	0	0	13,313
annotations	uz.xml	97	0	0	10,889
annotations	vec.xml	30	0	0	38
annotations	vi.xml	111	5	6	9,766
annotations	wo.xml	0	0	0	6,094
annotations	xh.xml	80	54	1	5,996
annotations	yo.xml	125	16	0	8,813
annotations	yo_BJ.xml	125	16	0	8,813
annotations	yue.xml	96	0	0	8,565
annotations	yue_Hans.xml	175	110	26	8,675
annotations	zh.xml	106	0	0	11,684
annotations	zh_Hant.xml	100	0	0	8,716
annotations	zh_Hant_HK.xml	24	0	1	11,748
annotations	zu.xml	96	0	1	8,784
bcp47	calendar.xml	0	0	0	73
bcp47	collation.xml	0	0	0	158
bcp47	currency.xml	0	0	0	623
bcp47	measure.xml	0	0	0	18
bcp47	number.xml	2	0	0	204
bcp47	segmentation.xml	0	0	0	29
bcp47	timezone.xml	13	0	0	1,439
bcp47	transform-destination.xml	0	0	0	71
bcp47	transform.xml	0	0	0	71
bcp47	transform_hybrid.xml	0	0	0	5
bcp47	transform_ime.xml	0	0	0	10
bcp47	transform_keyboard.xml	0	0	0	60
bcp47	transform_mt.xml	0	0	0	4
bcp47	transform_private_use.xml	0	0	0	5
bcp47	variant.xml	0	0	0	20
collation	aa.xml	0	0	0	5
collation	af.xml	0	0	0	1
collation	am.xml	0	0	0	1
collation	ar.xml	0	0	0	792
collation	as.xml	0	0	0	18
collation	az.xml	0	0	0	15
collation	bal.xml	0	0	0	1
collation	bal_Latn.xml	0	0	0	1
collation	be.xml	0	0	0	4
collation	bg.xml	0	0	0	2
collation	blo.xml	6	0	0	6
collation	bn.xml	0	0	0	618
collation	bo.xml	0	0	0	70
collation	br.xml	0	0	0	1
collation	bs.xml	0	0	0	2
collation	bs_Cyrl.xml	0	0	0	1
collation	ca.xml	0	0	0	7
collation	ceb.xml	0	0	0	1
collation	chr.xml	0	0	0	1
collation	cs.xml	0	0	0	11
collation	cu.xml	0	0	0	20
collation	cy.xml	0	0	0	8
collation	da.xml	0	0	0	11
collation	de.xml	0	0	0	25
collation	de_AT.xml	0	0	0	4
collation	dsb.xml	0	0	0	8
collation	dz.xml	0	0	0	74
collation	ee.xml	0	0	0	11
collation	el.xml	0	0	0	2
collation	en_US_POSIX.xml	0	0	0	2
collation	eo.xml	0	0	0	6
collation	es.xml	0	0	0	11
collation	et.xml	0	0	0	2
collation	fa.xml	0	0	0	10
collation	fa_AF.xml	0	0	0	1
collation	ff_Adlm.xml	0	0	0	173
collation	fi.xml	0	0	0	22
collation	fil.xml	0	0	0	1
collation	fo.xml	0	0	0	13
collation	fr_CA.xml	0	0	0	1
collation	fy.xml	0	0	0	1
collation	gl.xml	0	0	0	2
collation	gu.xml	0	0	0	26
collation	ha.xml	0	0	0	6
collation	haw.xml	0	0	0	2
collation	he.xml	0	0	0	2
collation	hi.xml	0	0	0	12
collation	hr.xml	0	0	0	10
collation	hsb.xml	0	0	0	7
collation	hu.xml	0	0	0	77
collation	hy.xml	0	0	0	2
collation	ig.xml	0	0	0	9
collation	is.xml	0	0	0	10
collation	ja.xml	0	0	0	423
collation	ka.xml	0	0	0	1
collation	kk.xml	0	0	0	5
collation	kk_Arab.xml	0	0	0	4
collation	kl.xml	0	0	0	8
collation	km.xml	0	0	0	60
collation	kn.xml	0	0	0	640
collation	ko.xml	0	0	0	866
collation	kok.xml	0	0	0	22
collation	ku.xml	0	0	0	19
collation	ky.xml	0	0	0	3
collation	lkt.xml	0	0	0	5
collation	ln.xml	0	0	0	12
collation	lo.xml	0	0	0	1
collation	lt.xml	0	0	0	10
collation	lv.xml	0	0	0	13
collation	mk.xml	0	0	0	4
collation	ml.xml	0	0	0	28
collation	mn.xml	0	0	0	1
collation	mr.xml	0	0	0	26
collation	mt.xml	0	0	0	13
collation	my.xml	0	0	0	377
collation	ne.xml	0	0	0	1
collation	no.xml	0	0	0	7
collation	nso.xml	0	0	0	3
collation	om.xml	0	0	0	1
collation	or.xml	0	0	0	14
collation	pa.xml	0	0	0	4
collation	pl.xml	0	0	0	8
collation	ps.xml	0	0	0	18
collation	ro.xml	0	0	0	4
collation	root.xml	12	11	0	1,335
collation	ru.xml	0	0	0	2
collation	sa.xml	0	0	0	823
collation	se.xml	0	0	0	42
collation	sgs.xml	9	0	0	9
collation	si.xml	0	0	0	8
collation	sk.xml	0	0	0	24
collation	sl.xml	0	0	0	7
collation	smn.xml	0	0	0	8
collation	sq.xml	0	0	0	22
collation	sr.xml	0	0	0	2
collation	sr_Latn.xml	0	0	0	2
collation	ssy.xml	0	0	0	5
collation	sv.xml	0	0	0	14
collation	ta.xml	0	0	0	28
collation	te.xml	0	0	0	10
collation	th.xml	0	0	0	22
collation	tk.xml	0	0	0	8
collation	tn.xml	0	0	0	3
collation	to.xml	0	0	0	7
collation	tr.xml	0	0	0	9
collation	ug.xml	0	0	0	4
collation	uk.xml	0	0	0	4
collation	ur.xml	0	0	0	6
collation	uz.xml	0	0	0	16
collation	vi.xml	0	0	0	21
collation	vo.xml	0	0	0	3
collation	wae.xml	0	0	0	10
collation	wo.xml	0	0	0	5
collation	yi.xml	0	0	0	10
collation	yo.xml	0	0	0	5
collation	zh.xml	1,170	1,133	0	11,158
collation	zh_Hant.xml	0	0	0	1
main	aa.xml	2	2	0	98
main	aa_DJ.xml	0	0	0	2
main	aa_ER.xml	0	0	0	1
main	ab.xml	17	10	4	1,948
main	af.xml	201	63	194	3,890
main	af_NA.xml	0	0	2	23
main	agq.xml	16	16	0	506
main	ak.xml	42	37	142	2,956
main	am.xml	169	47	16	3,731
main	an.xml	11	5	3	852
main	ann.xml	0	0	0	6
main	apc.xml	0	0	0	29
main	ar.xml	506	81	188	5,877
main	ar_AE.xml	0	0	0	7
main	ar_BH.xml	0	0	0	1
main	ar_DJ.xml	0	0	0	2
main	ar_DZ.xml	2	2	0	21
main	ar_EG.xml	0	0	0	2
main	ar_ER.xml	0	0	0	2
main	ar_IL.xml	0	0	0	9
main	ar_IQ.xml	0	0	0	27
main	ar_JO.xml	0	0	0	25
main	ar_KM.xml	0	0	0	10
main	ar_KW.xml	0	0	0	1
main	ar_LB.xml	2	2	0	33
main	ar_LY.xml	2	2	0	20
main	ar_MA.xml	2	2	0	24
main	ar_MR.xml	2	2	0	14
main	ar_OM.xml	0	0	0	1
main	ar_PS.xml	0	0	0	25
main	ar_QA.xml	0	0	0	1
main	ar_SA.xml	5	5	2	229
main	ar_SD.xml	0	0	0	1
main	ar_SO.xml	1	1	0	6
main	ar_SS.xml	0	0	0	3
main	ar_SY.xml	0	0	0	25
main	ar_TD.xml	0	0	0	1
main	ar_TN.xml	2	2	0	21
main	ar_YE.xml	0	0	0	1
main	arn.xml	0	0	0	4
main	as.xml	259	60	70	3,764
main	asa.xml	14	14	2	495
main	ast.xml	36	36	10	4,965
main	az.xml	199	49	82	4,032
main	az_Arab.xml	0	0	0	148
main	az_Cyrl.xml	16	16	2	914
main	ba.xml	1,572	0	5,098	6,696
main	bal.xml	1	0	0	251
main	bal_Latn.xml	19	22	1	3,103
main	bas.xml	17	17	2	516
main	be.xml	367	65	36	5,342
main	be_TARASK.xml	1	0	3	2,007
main	bem.xml	14	14	0	224
main	bew.xml	54	48	3	3,628
main	bez.xml	14	14	0	496
main	bg.xml	210	52	19	4,784
main	bgc.xml	0	0	0	63
main	bgn.xml	13	13	0	716
main	bho.xml	2	2	0	63
main	blo.xml	414	21	183	4,354
main	blt.xml	0	0	0	3
main	bm.xml	14	14	0	522
main	bm_Nkoo.xml	2	2	2	63
main	bn.xml	186	57	142	4,250
main	bn_IN.xml	2	2	3	54
main	bo.xml	0	0	0	368
main	bo_IN.xml	0	0	0	6
main	bqi.xml	161	7	148	340
main	br.xml	89	42	248	5,815
main	brx.xml	55	45	57	2,911
main	bs.xml	235	51	306	5,557
main	bs_Cyrl.xml	44	44	4	4,191
main	bss.xml	0	0	0	22
main	bua.xml	73	0	85	172
main	byn.xml	2	2	0	370
main	ca.xml	208	57	80	4,839
main	ca_ES_VALENCIA.xml	0	2	0	194
main	ca_FR.xml	0	0	0	1
main	cad.xml	0	0	0	50
main	cch.xml	0	0	0	55
main	ccp.xml	16	12	13	3,130
main	ce.xml	42	43	4	2,396
main	ceb.xml	47	9	259	2,312
main	cgg.xml	14	14	0	513
main	cho.xml	0	0	0	9
main	chr.xml	169	48	9	4,094
main	cic.xml	0	0	0	56
main	ckb.xml	11	2	80	1,052
main	ckb_IR.xml	0	0	0	19
main	co.xml	135	7	102	619
main	cop.xml	851	0	1,284	2,138
main	cs.xml	273	96	19	7,449
main	csw.xml	0	0	4	462
main	cu.xml	6	6	2	359
main	cv.xml	730	60	6,925	10,658
main	cy.xml	311	51	18	4,874
main	da.xml	199	62	33	5,000
main	dav.xml	14	14	0	512
main	de.xml	247	66	54	5,591
main	de_AT.xml	4	4	0	38
main	de_CH.xml	137	5	49	299
main	de_IT.xml	0	0	0	4
main	de_LI.xml	5	5	1	20
main	de_LU.xml	0	0	0	6
main	dje.xml	15	15	0	501
main	doi.xml	13	5	0	931
main	dsb.xml	368	65	18	4,929
main	dua.xml	17	17	2	189
main	dv.xml	5	5	4	39
main	dyo.xml	16	16	2	352
main	dz.xml	30	31	1	1,341
main	ebu.xml	14	14	0	509
