# Section	Page	Header	Code	Locale	Old	New	Level
#Section	Page	Header	Code	Locale	Old	New	Level
Numbers	Compact Decimal Formatting	Short Currency 	15-digits-short-other	af	¤ 000 bn	¤000 bn	moderate
Units	Graphics	dot	narrow-one-nominative	af	{0}stippel	{0} stippel	modern
Units	Length Metric	nanometer	narrow-one-nominative	af	{0}nm	{0} nm	modern
Units	Length Metric	nanometer	narrow-other-nominative	af	{0}nm	{0} nm	modern
Units	Length Metric	picometer	narrow-one-nominative	af	{0}pm	{0} pm	modern
Units	Length Metric	picometer	narrow-other-nominative	af	{0}pm	{0} pm	modern
Units	Length Metric	mile-scandinavian	narrow-one-nominative	af	{0}smi	{0} smi	modern
Units	Length Metric	mile-scandinavian	narrow-other-nominative	af	{0}smi	{0} smi	modern
Units	Length Metric	point	narrow-one-nominative	af	{0}pt.	{0} pt.	modern
Units	Length Metric	point	narrow-other-nominative	af	{0}pt.	{0} pt.	modern
Units	Length Other	mile	narrow-one-nominative	af	{0}myl	{0} myl	modern
Units	Length Other	mile	narrow-other-nominative	af	{0}myl	{0} myl	modern
Units	Length Other	yard	narrow-one-nominative	af	{0}jt.	{0} jt.	modern
Units	Length Other	yard	narrow-other-nominative	af	{0}jt.	{0} jt.	modern
Units	Length Other	foot	narrow-one-nominative	af	{0}vt.	{0} vt.	modern
Units	Length Other	foot	narrow-other-nominative	af	{0}vt.	{0} vt.	modern
Units	Length Other	parsec	narrow-one-nominative	af	{0}pc	{0} pc	modern
Units	Length Other	parsec	narrow-other-nominative	af	{0}pc	{0} pc	modern
Units	Length Other	fathom	narrow-one-nominative	af	{0}vaam	{0} vaam	comprehensive
Units	Length Other	fathom	narrow-other-nominative	af	{0}vaam	{0} vaam	comprehensive
Units	Length Other	nautical-mile	narrow-one-nominative	af	{0}sm.	{0} sm.	modern
Units	Length Other	nautical-mile	narrow-other-nominative	af	{0}sm.	{0} sm.	modern
Units	Length Other	solar-radius	narrow-one-nominative	af	{0}R☉	{0} R☉	modern
Units	Length Other	solar-radius	narrow-other-nominative	af	{0}R☉	{0} R☉	modern
Units	Area	square-kilometer	narrow-one-nominative	af	{0}km²	{0} km²	modern
Units	Area	square-kilometer	narrow-other-nominative	af	{0}km²	{0} km²	modern
Units	Area	hectare	narrow-one-nominative	af	{0}ha	{0} ha	modern
Units	Area	hectare	narrow-other-nominative	af	{0}ha	{0} ha	modern
Units	Area	square-meter	narrow-one-nominative	af	{0}m²	{0} m²	modern
Units	Area	square-meter	narrow-other-nominative	af	{0}m²	{0} m²	modern
Units	Area	square-centimeter	narrow-one-nominative	af	{0}cm²	{0} cm²	modern
Units	Area	square-centimeter	narrow-other-nominative	af	{0}cm²	{0} cm²	modern
Units	Area	square-yard	narrow-one-nominative	af	{0}jt.²	{0} jt.²	modern
Units	Area	square-yard	narrow-other-nominative	af	{0}jt.²	{0} jt.²	modern
Units	Area	square-foot	narrow-one-nominative	af	{0}vt.²	{0} vt.²	modern
Units	Area	square-foot	narrow-other-nominative	af	{0}vt.²	{0} vt.²	modern
Units	Area	square-inch	narrow-one-nominative	af	{0}dm.²	{0} dm.²	modern
Units	Area	square-inch	narrow-other-nominative	af	{0}dm.²	{0} dm.²	modern
Units	Area	dunam	narrow-one-nominative	af	{0}donum	{0} donum	modern
Units	Area	dunam	narrow-other-nominative	af	{0}donum	{0} donum	modern
Units	Volume Metric	cubic-kilometer	narrow-one-nominative	af	{0}km³	{0} km³	modern
Units	Volume Metric	cubic-kilometer	narrow-other-nominative	af	{0}km³	{0} km³	modern
Units	Volume Metric	cubic-centimeter	narrow-one-nominative	af	{0}cm³	{0} cm³	modern
Units	Volume Metric	cubic-centimeter	narrow-other-nominative	af	{0}cm³	{0} cm³	modern
Units	Volume Metric	megaliter	narrow-one-nominative	af	{0}ML	{0} ML	modern
Units	Volume Metric	megaliter	narrow-other-nominative	af	{0}ML	{0} ML	modern
Units	Volume Metric	hectoliter	narrow-one-nominative	af	{0}hl	{0} hl	modern
Units	Volume Metric	hectoliter	narrow-other-nominative	af	{0}hl	{0} hl	modern
Units	Volume Metric	liter	narrow-one-nominative	af	{0}l	{0} l	modern
Units	Volume Metric	liter	narrow-other-nominative	af	{0}l	{0} l	modern
Units	Volume Metric	deciliter	narrow-one-nominative	af	{0}dl	{0} dl	modern
Units	Volume Metric	deciliter	narrow-other-nominative	af	{0}dl	{0} dl	modern
Units	Volume Metric	centiliter	narrow-one-nominative	af	{0}cl	{0} cl	modern
Units	Volume Metric	centiliter	narrow-other-nominative	af	{0}cl	{0} cl	modern
