# dir	file	added	deleted	changed	total
TOTAL		411,782	37,220	56,077	2,719,288
annotations	af.xml	5,459	72	6	14,997
annotations	ak.xml	10,150	1,803	1,805	13,758
annotations	am.xml	3,746	33	1	11,649
annotations	ar.xml	7,461	332	9	15,454
annotations	ar_SA.xml	0	0	0	2
annotations	as.xml	140	21	1	8,731
annotations	ast.xml	0	0	0	42
annotations	az.xml	1,796	2	0	10,401
annotations	be.xml	121	21	0	9,165
annotations	bew.xml	0	0	0	235
annotations	bg.xml	2,595	165	1	11,016
annotations	bgn.xml	0	0	0	24
annotations	blo.xml	3	3	16	22
annotations	bn.xml	2,886	60	4	11,612
annotations	br.xml	0	0	0	3,774
annotations	bs.xml	89	7	0	8,558
annotations	ca.xml	3,899	77	9	12,769
annotations	ca_ES_VALENCIA.xml	68	3	3	111
annotations	ccp.xml	0	0	0	464
annotations	ceb.xml	0	0	0	7
annotations	chr.xml	45	7	1	8,543
annotations	ckb.xml	0	0	0	2
annotations	cs.xml	6,986	110	0	18,344
annotations	cv.xml	9,716	1,917	1,915	13,642
annotations	cy.xml	152	20	1	8,507
annotations	da.xml	1,816	84	1	10,544
annotations	de.xml	3,834	361	1	12,053
annotations	de_CH.xml	333	29	0	1,577
annotations	doi.xml	0	0	0	16
annotations	dsb.xml	45	0	0	8,850
annotations	el.xml	3,279	103	1	11,905
annotations	en.xml	5,802	1,303	1	14,349
annotations	en_001.xml	409	65	11	1,838
annotations	en_AU.xml	91	34	1	1,167
annotations	en_CA.xml	10	4	0	1,556
annotations	en_GB.xml	410	49	6	752
annotations	en_IN.xml	9	5	0	55
annotations	es.xml	683	177	0	9,866
annotations	es_419.xml	4,352	916	67	10,579
annotations	es_MX.xml	82	3	0	3,212
annotations	es_US.xml	139	31	2	4,237
annotations	et.xml	2,614	597	1	11,058
annotations	eu.xml	292	123	0	9,383
annotations	fa.xml	2,523	64	2	11,823
annotations	ff_Adlm.xml	0	0	0	484
annotations	fi.xml	931	274	9	10,266
annotations	fil.xml	1,910	5	2	11,046
annotations	fo.xml	845	231	233	8,768
annotations	fr.xml	4,444	41	0	12,328
annotations	fr_CA.xml	416	437	2	5,450
annotations	frr.xml	3,916	1,941	1,941	7,798
annotations	ga.xml	2,954	38	0	10,886
annotations	gd.xml	94	1	5	10,298
annotations	gl.xml	815	832	10	9,440
annotations	gu.xml	5,580	44	2	14,243
annotations	ha.xml	5,366	44	1	14,048
annotations	ha_NE.xml	5,366	44	1	14,048
annotations	he.xml	1,783	291	6	10,838
annotations	hi.xml	2,661	53	0	11,306
annotations	hi_Latn.xml	502	157	3	4,094
annotations	hr.xml	2,242	110	1	10,639
annotations	hsb.xml	44	0	0	9,708
annotations	hu.xml	3,215	30	1	11,963
annotations	hy.xml	95	17	0	8,753
annotations	ia.xml	8	0	0	442
annotations	id.xml	3,845	570	2	12,635
annotations	ig.xml	3,088	1,262	146	11,481
annotations	is.xml	42	1	0	8,438
annotations	it.xml	5,981	254	6	14,678
