# Grammatical Features
Romanian	ro	grammaticalCase	general	nominative, genitive
Romanian	ro	grammaticalDefiniteness	general	indefinite, definite
Romanian	ro	grammaticalGender	general	neuter, masculine, feminine

# Minimal Pairs
Plural	few	{0} zile	<div class='cldr_example'><span class='cldr_substituted'>2</span> zile</div>
Plural	one	{0} zi	<div class='cldr_example'><span class='cldr_substituted'>1</span> zi</div>
Plural	other	{0} de zile	<div class='cldr_example'><span class='cldr_substituted'>20</span> de zile</div>
Case	genitive	... ale {0} ...	<div class='cldr_example'>... ale <span class='cldr_substituted'>20 de metri</span> ...</div>
Case	nominative	{0} este ...	<div class='cldr_example'><span class='cldr_substituted'>20 de metri</span> este ...</div>
Gender	feminine	O {0} costă 5 €.	<div class='cldr_example'>O <span class='cldr_substituted'>zi</span> costă 5 €.</div>
Gender	masculine	Un {0} costă 5 €, doi costă 9 €.	<div class='cldr_example'>Un <span class='cldr_substituted'>metru</span> costă 5 €, doi costă 9 €.</div>
Gender	neuter	Un {0} costă 5 €, două costă 9 €.	<div class='cldr_example'>Un <span class='cldr_substituted'>minut</span> costă 5 €, două costă 9 €.</div>

# Unit Case and Gender Info
acceleration	g-force ( = 9.80665 m/s²)	feminine	O forță g costă 5 €.	nominative	{0} forță g	1 forță g este ...	{0} forță g	2 forță g este ...	{0} forță g	21 forță g este ...
acceleration	g-force ( = 9.80665 m/s²)	feminine	O forță g costă 5 €.	genitive	{0} forță g	... ale 1 forță g ...	{0} forță g	... ale 2 forță g ...	{0} forță g	... ale 21 forță g ...
angle	arc-second ( = 0.0000007˙716049382 rev)	feminine	O secundă de arc costă 5 €.	nominative	{0} secundă de arc	1 secundă de arc este ...	{0} secunde de arc	2 secunde de arc este ...	{0} de secunde de arc	21 de secunde de arc este ...
angle	arc-second ( = 0.0000007˙716049382 rev)	feminine	O secundă de arc costă 5 €.	genitive	{0} secundă de arc	... ale 1 secundă de arc ...	{0} secunde de arc	... ale 2 secunde de arc ...	{0} de secunde de arc	... ale 21 de secunde de arc ...
angle	arc-minute ( = 0.00004˙629 rev)	neuter	Un minut de arc costă 5 €, două costă 9 €.	nominative	{0} minut de arc	1 minut de arc este ...	{0} minute de arc	2 minute de arc este ...	{0} de minute de arc	21 de minute de arc este ...
angle	arc-minute ( = 0.00004˙629 rev)	neuter	Un minut de arc costă 5 €, două costă 9 €.	genitive	{0} minut de arc	... ale 1 minut de arc ...	{0} minute de arc	... ale 2 minute de arc ...	{0} de minute de arc	... ale 21 de minute de arc ...
angle	degree ( = 0.002˙7 rev)	neuter	Un grad costă 5 €, două costă 9 €.	nominative	{0} grad	1 grad este ...	{0} grade	2 grade este ...	{0} de grade	21 de grade este ...
angle	degree ( = 0.002˙7 rev)	neuter	Un grad costă 5 €, două costă 9 €.	genitive	{0} grad	... ale 1 grad ...	{0} grade	... ale 2 grade ...	{0} de grade	... ale 21 de grade ...
angle	radian ( = ~0.1591549430918953 rev)	masculine	Un radian costă 5 €, doi costă 9 €.	nominative	{0} radian	1 radian este ...	{0} radiani	2 radiani este ...	{0} de radiani	21 de radiani este ...
angle	radian ( = ~0.1591549430918953 rev)	masculine	Un radian costă 5 €, doi costă 9 €.	genitive	{0} radian	... ale 1 radian ...	{0} radiani	... ale 2 radiani ...	{0} de radiani	... ale 21 de radiani ...
angle	revolutions	feminine	O revoluție costă 5 €.	nominative	{0} revoluție	1 revoluție este ...	{0} revoluții	2 revoluții este ...	{0} de revoluții	21 de revoluții este ...
angle	revolutions	feminine	O revoluție costă 5 €.	genitive	{0} revoluție	... ale 1 revoluție ...	{0} revoluții	... ale 2 revoluții ...	{0} de revoluții	... ale 21 de revoluții ...
area	hectares	neuter	Un hectar costă 5 €, două costă 9 €.	nominative	{0} hectar	1 hectar este ...	{0} hectare	2 hectare este ...	{0} de hectare	21 de hectare este ...
area	hectares	neuter	Un hectar costă 5 €, două costă 9 €.	genitive	{0} hectar	... ale 1 hectar ...	{0} hectare	... ale 2 hectare ...	{0} de hectare	... ale 21 de hectare ...
digital	bits	masculine	Un bit costă 5 €, doi costă 9 €.	nominative	{0} bit	1 bit este ...	{0} biți	2 biți este ...	{0} de biți	21 de biți este ...
digital	bits	masculine	Un bit costă 5 €, doi costă 9 €.	genitive	{0} bit	... ale 1 bit ...	{0} biți	... ale 2 biți ...	{0} de biți	... ale 21 de biți ...
digital	byte ( = 8 bit)	masculine	Un byte costă 5 €, doi costă 9 €.	nominative	{0} byte	1 byte este ...	{0} byți	2 byți este ...	{0} de byți	21 de byți este ...
digital	byte ( = 8 bit)	masculine	Un byte costă 5 €, doi costă 9 €.	genitive	{0} byte	... ale 1 byte ...	{0} byți	... ale 2 byți ...	{0} de byți	... ale 21 de byți ...
duration	seconds	feminine	O secundă costă 5 €.	nominative	{0} secundă	1 secundă este ...	{0} secunde	2 secunde este ...	{0} de secunde	21 de secunde este ...
duration	seconds	feminine	O secundă costă 5 €.	genitive	{0} secundă	... ale 1 secundă ...	{0} secunde	... ale 2 secunde ...	{0} de secunde	... ale 21 de secunde ...
duration	minute ( = 60 sec)	neuter	Un minut costă 5 €, două costă 9 €.	nominative	{0} minut	1 minut este ...	{0} minute	2 minute este ...	{0} de minute	21 de minute este ...
duration	minute ( = 60 sec)	neuter	Un minut costă 5 €, două costă 9 €.	genitive	{0} minut	... ale 1 minut ...	{0} minute	... ale 2 minute ...	{0} de minute	... ale 21 de minute ...
duration	hour ( = 3,600 sec)	feminine	O oră costă 5 €.	nominative	{0} oră	1 oră este ...	{0} ore	2 ore este ...	{0} de ore	21 de ore este ...
duration	hour ( = 3,600 sec)	feminine	O oră costă 5 €.	genitive	{0} oră	... ale 1 oră ...	{0} ore	... ale 2 ore ...	{0} de ore	... ale 21 de ore ...
duration	day ( = 86,400 sec)	feminine	O zi costă 5 €.	nominative	{0} zi	1 zi este ...	{0} zile	2 zile este ...	{0} de zile	21 de zile este ...
duration	day ( = 86,400 sec)	feminine	O zi costă 5 €.	genitive	{0} zi	... ale 1 zi ...	{0} zile	... ale 2 zile ...	{0} de zile	... ale 21 de zile ...
duration	day-person ( = 86,400 sec)	feminine	O zi costă 5 €.	nominative	{0} zi	1 zi este ...	{0} zile	2 zile este ...	{0} zile	21 zile este ...
duration	day-person ( = 86,400 sec)	feminine	O zi costă 5 €.	genitive	{0} zi	... ale 1 zi ...	{0} zile	... ale 2 zile ...	{0} zile	... ale 21 zile ...
duration	week ( = 604,800 sec)	feminine	O săptămână costă 5 €.	nominative	{0} săptămână	1 săptămână este ...	{0} săptămâni	2 săptămâni este ...	{0} de săptămâni	21 de săptămâni este ...
duration	week ( = 604,800 sec)	feminine	O săptămână costă 5 €.	genitive	{0} săptămână	... ale 1 săptămână ...	{0} săptămâni	... ale 2 săptămâni ...	{0} de săptămâni	... ale 21 de săptămâni ...
electric-current	amperes	masculine	Un amper costă 5 €, doi costă 9 €.	nominative	{0} amper	1 amper este ...	{0} amperi	2 amperi este ...	{0} de amperi	21 de amperi este ...
electric-current	amperes	masculine	Un amper costă 5 €, doi costă 9 €.	genitive	{0} amper	... ale 1 amper ...	{0} amperi	... ale 2 amperi ...	{0} de amperi	... ale 21 de amperi ...
electric-resistance	ohms	masculine	Un ohm costă 5 €, doi costă 9 €.	nominative	{0} ohm	1 ohm este ...	{0} ohmi	2 ohmi este ...	{0} de ohmi	21 de ohmi este ...
electric-resistance	ohms	masculine	Un ohm costă 5 €, doi costă 9 €.	genitive	{0} ohm	... ale 1 ohm ...	{0} ohmi	... ale 2 ohmi ...	{0} de ohmi	... ale 21 de ohmi ...
energy	joules	masculine	Un joule costă 5 €, doi costă 9 €.	nominative	{0} joule	1 joule este ...	{0} jouli	2 jouli este ...	{0} de jouli	21 de jouli este ...
energy	joules	masculine	Un joule costă 5 €, doi costă 9 €.	genitive	{0} joule	... ale 1 joule ...	{0} jouli	... ale 2 jouli ...	{0} de jouli	... ale 21 de jouli ...
energy	calorie ( = 4.184 J)	feminine	O calorie costă 5 €.	nominative	{0} calorie	1 calorie este ...	{0} calorii	2 calorii este ...	{0} de calorii	21 de calorii este ...
energy	calorie ( = 4.184 J)	feminine	O calorie costă 5 €.	genitive	{0} calorie	... ale 1 calorie ...	{0} calorii	... ale 2 calorii ...	{0} de calorii	... ale 21 de calorii ...
force	newtons	masculine	Un newton costă 5 €, doi costă 9 €.	nominative	{0} newton	1 newton este ...	{0} newtoni	2 newtoni este ...	{0} de newtoni	21 de newtoni este ...
force	newtons	masculine	Un newton costă 5 €, doi costă 9 €.	genitive	{0} newton	... ale 1 newton ...	{0} newtoni	... ale 2 newtoni ...	{0} de newtoni	... ale 21 de newtoni ...
frequency	hertz	masculine	Un hertz costă 5 €, doi costă 9 €.	nominative	{0} hertz	1 hertz este ...	{0} hertzi	2 hertzi este ...	{0} de hertzi	21 de hertzi este ...
frequency	hertz	masculine	Un hertz costă 5 €, doi costă 9 €.	genitive	{0} hertz	... ale 1 hertz ...	{0} hertzi	... ale 2 hertzi ...	{0} de hertzi	... ale 21 de hertzi ...
graphics	pixel ( = 1 px)	masculine	Un pixel costă 5 €, doi costă 9 €.	nominative	{0} pixel	1 pixel este ...	{0} pixeli	2 pixeli este ...	{0} de pixeli	21 de pixeli este ...
graphics	pixel ( = 1 px)	masculine	Un pixel costă 5 €, doi costă 9 €.	genitive	{0} pixel	... ale 1 pixel ...	{0} pixeli	... ale 2 pixeli ...	{0} de pixeli	... ale 21 de pixeli ...
illuminance	lux	masculine	Un lux costă 5 €, doi costă 9 €.	nominative	{0} lux	1 lux este ...	{0} lucși	2 lucși este ...	{0} de lucși	21 de lucși este ...
illuminance	lux	masculine	Un lux costă 5 €, doi costă 9 €.	genitive	{0} lux	... ale 1 lux ...	{0} lucși	... ale 2 lucși ...	{0} de lucși	... ale 21 de lucși ...
length	meters	masculine	Un metru costă 5 €, doi costă 9 €.	nominative	{0} metru	1 metru este ...	{0} metri	2 metri este ...	{0} de metri	21 de metri este ...
length	meters	masculine	Un metru costă 5 €, doi costă 9 €.	genitive	{0} metru	... ale 1 metru ...	{0} metri	... ale 2 metri ...	{0} de metri	... ale 21 de metri ...
length	mile-scandinavian ( = 10 km)	feminine	O milă scandinavă costă 5 €.	nominative	{0} milă scandinavă	1 milă scandinavă este ...	{0} mile scandinave	2 mile scandinave este ...	{0} de mile scandinave	21 de mile scandinave este ...
length	mile-scandinavian ( = 10 km)	feminine	O milă scandinavă costă 5 €.	genitive	{0} milă scandinavă	... ale 1 milă scandinavă ...	{0} mile scandinave	... ale 2 mile scandinave ...	{0} de mile scandinave	... ale 21 de mile scandinave ...
luminous-flux	lumen	masculine	Un lumen costă 5 €, doi costă 9 €.	nominative	{0} lumen	1 lumen este ...	{0} lumeni	2 lumeni este ...	{0} de lumeni	21 de lumeni este ...
luminous-flux	lumen	masculine	Un lumen costă 5 €, doi costă 9 €.	genitive	{0} lumen	... ale 1 lumen ...	{0} lumeni	... ale 2 lumeni ...	{0} de lumeni	... ale 21 de lumeni ...
luminous-intensity	candela	feminine	O candelă costă 5 €.	nominative	{0} candelă	1 candelă este ...	{0} candele	2 candele este ...	{0} de candele	21 de candele este ...
luminous-intensity	candela	feminine	O candelă costă 5 €.	genitive	{0} candele	... ale 1 candele ...	{0} candele	... ale 2 candele ...	{0} de candele	... ale 21 de candele ...
mass	carat ( = 200 mg)	neuter	Un carat costă 5 €, două costă 9 €.	nominative	{0} carat	1 carat este ...	{0} carate	2 carate este ...	{0} de carate	21 de carate este ...
mass	carat ( = 200 mg)	neuter	Un carat costă 5 €, două costă 9 €.	genitive	{0} carat	... ale 1 carat ...	{0} carate	... ale 2 carate ...	{0} de carate	... ale 21 de carate ...
mass	grams	neuter	Un gram costă 5 €, două costă 9 €.	nominative	{0} gram	1 gram este ...	{0} grame	2 grame este ...	{0} de grame	21 de grame este ...
mass	grams	neuter	Un gram costă 5 €, două costă 9 €.	genitive	{0} gram	... ale 1 gram ...	{0} grame	... ale 2 grame ...	{0} de grame	... ale 21 de grame ...
mass	kilograms	neuter	Un kilogram costă 5 €, două costă 9 €.	nominative	{0} kilogram	1 kilogram este ...	{0} kilograme	2 kilograme este ...	{0} de kilograme	21 de kilograme este ...
mass	kilograms	neuter	Un kilogram costă 5 €, două costă 9 €.	genitive	{0} kilogram	... ale 1 kilogram ...	{0} kilograme	... ale 2 kilograme ...	{0} de kilograme	... ale 21 de kilograme ...
mass	metric tons	feminine	O tonă costă 5 €.	nominative	{0} tonă	1 tonă este ...	{0} tone	2 tone este ...	{0} de tone	21 de tone este ...
mass	metric tons	feminine	O tonă costă 5 €.	genitive	{0} tonă	... ale 1 tonă ...	{0} tone	... ale 2 tone ...	{0} de tone	... ale 21 de tone ...
portion	parts per million	feminine	O parte pe milion costă 5 €.	nominative	{0} parte pe milion	1 parte pe milion este ...	{0} părți pe milion	2 părți pe milion este ...	{0} de părți pe milion	21 de părți pe milion este ...
portion	parts per million	feminine	O parte pe milion costă 5 €.	genitive	{0} parte pe milion	... ale 1 parte pe milion ...	{0} părți pe milion	... ale 2 părți pe milion ...	{0} de părți pe milion	... ale 21 de părți pe milion ...
portion	permyriad	feminine	O la zece mii costă 5 €.	nominative	{0} la zece mii	1 la zece mii este ...	{0} la zece mii	2 la zece mii este ...	{0} la zece mii	21 la zece mii este ...
portion	permyriad	feminine	O la zece mii costă 5 €.	genitive	{0} la zece mii	... ale 1 la zece mii ...	{0} la zece mii	... ale 2 la zece mii ...	{0} la zece mii	... ale 21 la zece mii ...
portion	permille	feminine	O la mie costă 5 €.	nominative	la mie	la mie este ...	{0} la mie	2 la mie este ...	{0} la mie	21 la mie este ...
portion	permille	feminine	O la mie costă 5 €.	genitive	la mie	... ale la mie ...	{0} la mie	... ale 2 la mie ...	{0} la mie	... ale 21 la mie ...
portion	percent	neuter	Un procent costă 5 €, două costă 9 €.	nominative	{0} procent	1 procent este ...	{0} procente	2 procente este ...	{0} de procente	21 de procente este ...
portion	percent	neuter	Un procent costă 5 €, două costă 9 €.	genitive	{0} procent	... ale 1 procent ...	{0} procente	... ale 2 procente ...	{0} de procente	... ale 21 de procente ...
portion	karat ( = 4.1˙6%)	neuter	Un carat costă 5 €, două costă 9 €.	nominative	{0} carat	1 carat este ...	{0} carate	2 carate este ...	{0} de carate	21 de carate este ...
portion	karat ( = 4.1˙6%)	neuter	Un carat costă 5 €, două costă 9 €.	genitive	{0} carat	... ale 1 carat ...	{0} carate	... ale 2 carate ...	{0} de carate	... ale 21 de carate ...
power	watts	masculine	Un watt costă 5 €, doi costă 9 €.	nominative	{0} watt	1 watt este ...	{0} wați	2 wați este ...	{0} de wați	21 de wați este ...
power	watts	masculine	Un watt costă 5 €, doi costă 9 €.	genitive	{0} watt	... ale 1 watt ...	{0} wați	... ale 2 wați ...	{0} de wați	... ale 21 de wați ...
pressure	pascals	masculine	Un pascal costă 5 €, doi costă 9 €.	nominative	{0} pascal	1 pascal este ...	{0} pascali	2 pascali este ...	{0} de pascali	21 de pascali este ...
pressure	pascals	masculine	Un pascal costă 5 €, doi costă 9 €.	genitive	{0} pascal	... ale 1 pascal ...	{0} pascali	... ale 2 pascali ...	{0} de pascali	... ale 21 de pascali ...
pressure	bars	masculine	Un bar costă 5 €, doi costă 9 €.	nominative	{0} bar	1 bar este ...	{0} bari	2 bari este ...	{0} de bari	21 de bari este ...
pressure	bars	masculine	Un bar costă 5 €, doi costă 9 €.	genitive	{0} bar	... ale 1 bar ...	{0} bari	... ale 2 bari ...	{0} de bari	... ale 21 de bari ...
pressure	atmosphere ( = 1.01325 bar)	feminine	O atmosferă costă 5 €.	nominative	{0} atmosferă	1 atmosferă este ...	{0} atmosfere	2 atmosfere este ...	{0} de atmosfere	21 de atmosfere este ...
pressure	atmosphere ( = 1.01325 bar)	feminine	O atmosferă costă 5 €.	genitive	{0} atmosferă	... ale 1 atmosferă ...	{0} atmosfere	... ale 2 atmosfere ...	{0} de atmosfere	... ale 21 de atmosfere ...
substance-amount	mole ( = 602,214,076,000,000,000,000,000 items)	masculine	Un mol costă 5 €, doi costă 9 €.	nominative	{0} mol	1 mol este ...	{0} moli	2 moli este ...	{0} de moli	21 de moli este ...
substance-amount	mole ( = 602,214,076,000,000,000,000,000 items)	masculine	Un mol costă 5 €, doi costă 9 €.	genitive	{0} mol	... ale 1 mol ...	{0} moli	... ale 2 moli ...	{0} de moli	... ale 21 de moli ...
temperature	°	neuter	Un ° costă 5 €, două costă 9 €.	nominative	{0}°	1° este ...	{0}°	2° este ...	{0}°	21° este ...
temperature	°	neuter	Un ° costă 5 €, două costă 9 €.	genitive	{0}°	... ale 1° ...	{0}°	... ale 2° ...	{0}°	... ale 21° ...
temperature	celsius ( = 1 K)	neuter	Un grad Celsius costă 5 €, două costă 9 €.	nominative	{0} grad Celsius	1 grad Celsius este ...	{0} grade Celsius	2 grade Celsius este ...	{0} de grade Celsius	21 de grade Celsius este ...
temperature	celsius ( = 1 K)	neuter	Un grad Celsius costă 5 €, două costă 9 €.	genitive	{0} grad Celsius	... ale 1 grad Celsius ...	{0} grade Celsius	... ale 2 grade Celsius ...	{0} de grade Celsius	... ale 21 de grade Celsius ...
temperature	kelvins	masculine	Un kelvin costă 5 €, doi costă 9 €.	nominative	{0} kelvin	1 kelvin este ...	{0} kelvini	2 kelvini este ...	{0} de kelvini	21 de kelvini este ...
temperature	kelvins	masculine	Un kelvin costă 5 €, doi costă 9 €.	genitive	{0} kelvin	... ale 1 kelvin ...	{0} kelvini	... ale 2 kelvini ...	{0} de kelvini	... ale 21 de kelvini ...
typewidth	typographic ems	masculine	Un em costă 5 €, doi costă 9 €.	nominative	{0} em	1 em este ...	{0} em	2 em este ...	{0} em	21 em este ...
typewidth	typographic ems	masculine	Un em costă 5 €, doi costă 9 €.	genitive	{0} em	... ale 1 em ...	{0} em	... ale 2 em ...	{0} em	... ale 21 em ...
voltage	volts	masculine	Un volt costă 5 €, doi costă 9 €.	nominative	{0} volt	1 volt este ...	{0} volți	2 volți este ...	{0} de volți	21 de volți este ...
voltage	volts	masculine	Un volt costă 5 €, doi costă 9 €.	genitive	{0} volt	... ale 1 volt ...	{0} volți	... ale 2 volți ...	{0} de volți	... ale 21 de volți ...
volume	cup-metric ( = 2.5 dL)	feminine	O cană metrică costă 5 €.	nominative	{0} cană metrică	1 cană metrică este ...	{0} căni metrice	2 căni metrice este ...	{0} de căni metrice	21 de căni metrice este ...
volume	cup-metric ( = 2.5 dL)	feminine	O cană metrică costă 5 €.	genitive	{0} cană metrică	... ale 1 cană metrică ...	{0} căni metrice	... ale 2 căni metrice ...	{0} de căni metrice	... ale 21 de căni metrice ...
volume	pint-metric ( = 5 dL)	feminine	O pintă metrică costă 5 €.	nominative	{0} pintă metrică	1 pintă metrică este ...	{0} pinte metrice	2 pinte metrice este ...	{0} de pinte metrice	21 de pinte metrice este ...
volume	pint-metric ( = 5 dL)	feminine	O pintă metrică costă 5 €.	genitive	{0} pintă metrică	... ale 1 pintă metrică ...	{0} pinte metrice	... ale 2 pinte metrice ...	{0} de pinte metrice	... ale 21 de pinte metrice ...
volume	liters	masculine	Un litru costă 5 €, doi costă 9 €.	nominative	{0} litru	1 litru este ...	{0} litri	2 litri este ...	{0} de litri	21 de litri este ...
volume	liters	masculine	Un litru costă 5 €, doi costă 9 €.	genitive	{0} litru	... ale 1 litru ...	{0} litri	... ale 2 litri ...	{0} de litri	... ale 21 de litri ...
year-duration	month ( = 0.08˙3 yrs)	feminine	O lună costă 5 €.	nominative	{0} lună	1 lună este ...	{0} luni	2 luni este ...	{0} de luni	21 de luni este ...
year-duration	month ( = 0.08˙3 yrs)	feminine	O lună costă 5 €.	genitive	{0} lună	... ale 1 lună ...	{0} luni	... ale 2 luni ...	{0} de luni	... ale 21 de luni ...
year-duration	years	masculine	Un an costă 5 €, doi costă 9 €.	nominative	{0} an	1 an este ...	{0} ani	2 ani este ...	{0} de ani	21 de ani este ...
year-duration	years	masculine	Un an costă 5 €, doi costă 9 €.	genitive	{0} an	... ale 1 an ...	{0} ani	... ale 2 ani ...	{0} de ani	... ale 21 de ani ...
year-duration	decades	neuter	Un deceniu costă 5 €, două costă 9 €.	nominative	{0} deceniu	1 deceniu este ...	{0} decenii	2 decenii este ...	{0} de decenii	21 de decenii este ...
year-duration	decades	neuter	Un deceniu costă 5 €, două costă 9 €.	genitive	{0} deceniu	... ale 1 deceniu ...	{0} decenii	... ale 2 decenii ...	{0} de decenii	... ale 21 de decenii ...
year-duration	centuries	neuter	Un secol costă 5 €, două costă 9 €.	nominative	{0} secol	1 secol este ...	{0} secole	2 secole este ...	{0} de secole	21 de secole este ...
year-duration	centuries	neuter	Un secol costă 5 €, două costă 9 €.	genitive	{0} secol	... ale 1 secol ...	{0} secole	... ale 2 secole ...	{0} de secole	... ale 21 de secole ...

# Unit Power Components
power2	nominative	neuter (minute)	{0} pătrat	1 minut pătrat este ...	{0} pătrate	2 minute pătrate este ...	{0} pătrate	21 de minute pătrate este ...
power2	genitive	neuter (minute)	{0} pătrat	... ale 1 minut pătrat ...	{0} pătrate	... ale 2 minute pătrate ...	{0} pătrate	... ale 21 de minute pătrate ...
power2	nominative	masculine (meter)	{0} pătrat	1 metru pătrat este ...	{0} pătrați	2 metri pătrați este ...	{0} pătrați	21 de metri pătrați este ...
power2	genitive	masculine (meter)	{0} pătrat	... ale 1 metru pătrat ...	{0} pătrați	... ale 2 metri pătrați ...	{0} pătrați	... ale 21 de metri pătrați ...
power2	nominative	feminine (second)	{0} pătrată	1 secundă pătrată este ...	{0} pătrate	2 secunde pătrate este ...	{0} pătrate	21 de secunde pătrate este ...
power2	genitive	feminine (second)	{0} pătrată	... ale 1 secundă pătrată ...	{0} pătrate	... ale 2 secunde pătrate ...	{0} pătrate	... ale 21 de secunde pătrate ...
power3	nominative	neuter (minute)	{0} cub	1 minut cub este ...	{0} cubi	2 minute cubi este ...	{0} cubice	21 de minute cubice este ...
power3	genitive	neuter (minute)	{0} cub	... ale 1 minut cub ...	{0} cubice	... ale 2 minute cubice ...	{0} cubice	... ale 21 de minute cubice ...
power3	nominative	masculine (meter)	{0} cub	1 metru cub este ...	{0} cubi	2 metri cubi este ...	{0} cubice	21 de metri cubice este ...
power3	genitive	masculine (meter)	{0} cub	... ale 1 metru cub ...	{0} cubice	... ale 2 metri cubice ...	{0} cubice	... ale 21 de metri cubice ...
power3	nominative	feminine (second)	{0} cubică	1 secundă cubică este ...	{0} cubice	2 secunde cubice este ...	{0} cubice	21 de secunde cubice este ...
power3	genitive	feminine (second)	{0} cubică	... ale 1 secundă cubică ...	{0} cubice	... ale 2 secunde cubice ...	{0} cubice	... ale 21 de secunde cubice ...
