# Grammatical Features
Croatian	hr	grammaticalCase	general	nominative, vocative, accusative, genitive, dative, locative, instrumental
Croatian	hr	grammaticalCase	units	nominative, accusative, genitive, instrumental
Croatian	hr	grammaticalGender	general	neuter, inanimate, animate, feminine
Croatian	hr	grammaticalGender	units	neuter, inanimate, feminine

# Minimal Pairs
Plural	few	{0} sata	<div class='cldr_example'><span class='cldr_substituted'>2</span> sata</div>
Plural	one	{0} sat	<div class='cldr_example'><span class='cldr_substituted'>1</span> sat</div>
Plural	other	{0} sati	<div class='cldr_example'><span class='cldr_substituted'>5</span> sati</div>
Case	accusative	Izmjerio je {0}	<div class='cldr_example'>Izmjerio je <span class='cldr_substituted'>1 sekundu</span></div>
Case	genitive	Mjerenje {0}	<div class='cldr_example'>Mjerenje <span class='cldr_substituted'>5 sekundi</span></div>
Case	instrumental	Razgovara s {0}	<div class='cldr_example'>Razgovara s <span class='cldr_substituted'>1 sekundom</span></div>
Case	nominative	{0} je...	<div class='cldr_example'><span class='cldr_substituted'>1 sekunda</span> je...</div>
Gender	feminine	Ova {0}...	<div class='cldr_example'>Ova <span class='cldr_substituted'>minuta</span>...</div>
Gender	inanimate	Ovaj {0}...	<div class='cldr_example'>Ovaj <span class='cldr_substituted'>metar</span>...</div>
Gender	neuter	Ovo {0}...	<div class='cldr_example'>Ovo <span class='cldr_substituted'>stoljeće</span>...</div>

# Unit Case and Gender Info
acceleration	g-force ( = 9.80665 m/s²)	inanimate	Ovaj G...	nominative	{0} G	21 G je...	{0} G	3 G je...	{0} G	5 G je...
acceleration	g-force ( = 9.80665 m/s²)	inanimate	Ovaj G...	accusative	{0} G	Izmjerio je 21 G	{0} G	Izmjerio je 3 G	{0} G	Izmjerio je 5 G
acceleration	g-force ( = 9.80665 m/s²)	inanimate	Ovaj G...	genitive	{0} G	Mjerenje 21 G	{0} G	Mjerenje 3 G	{0} G	Mjerenje 5 G
acceleration	g-force ( = 9.80665 m/s²)	inanimate	Ovaj G...	instrumental	{0} G	Razgovara s 21 G	{0} G	Razgovara s 3 G	{0} G	Razgovara s 5 G
angle	arc-second ( = 0.0000007˙716049382 rev)	feminine	Ova kutna sekunda...	nominative	{0} kutna sekunda	21 kutna sekunda je...	{0} kutne sekunde	3 kutne sekunde je...	{0} kutnih sekundi	5 kutnih sekundi je...
angle	arc-second ( = 0.0000007˙716049382 rev)	feminine	Ova kutna sekunda...	accusative	{0} kutnu sekundu	Izmjerio je 21 kutnu sekundu	{0} kutne sekunde	Izmjerio je 3 kutne sekunde	{0} kutnih sekundi	Izmjerio je 5 kutnih sekundi
angle	arc-second ( = 0.0000007˙716049382 rev)	feminine	Ova kutna sekunda...	genitive	{0} kutne sekunde	Mjerenje 21 kutne sekunde	{0} kutne sekunde	Mjerenje 3 kutne sekunde	{0} kutnih sekundi	Mjerenje 5 kutnih sekundi
angle	arc-second ( = 0.0000007˙716049382 rev)	feminine	Ova kutna sekunda...	instrumental	{0} kutnom sekundom	Razgovara s 21 kutnom sekundom	{0} kutne sekunde	Razgovara s 3 kutne sekunde	{0} kutnih sekundi	Razgovara s 5 kutnih sekundi
angle	arc-minute ( = 0.00004˙629 rev)	feminine	Ova kutna minuta...	nominative	{0} kutna minuta	21 kutna minuta je...	{0} kutne minute	3 kutne minute je...	{0} kutnih minuta	5 kutnih minuta je...
angle	arc-minute ( = 0.00004˙629 rev)	feminine	Ova kutna minuta...	accusative	{0} kutnu minutu	Izmjerio je 21 kutnu minutu	{0} kutne minute	Izmjerio je 3 kutne minute	{0} kutnih minuta	Izmjerio je 5 kutnih minuta
angle	arc-minute ( = 0.00004˙629 rev)	feminine	Ova kutna minuta...	genitive	{0} kutne minute	Mjerenje 21 kutne minute	{0} kutne minute	Mjerenje 3 kutne minute	{0} kutnih minuta	Mjerenje 5 kutnih minuta
angle	arc-minute ( = 0.00004˙629 rev)	feminine	Ova kutna minuta...	instrumental	{0} kutnom minutom	Razgovara s 21 kutnom minutom	{0} kutne minute	Razgovara s 3 kutne minute	{0} kutnih minuta	Razgovara s 5 kutnih minuta
angle	degree ( = 0.002˙7 rev)	inanimate	Ovaj stupanj...	nominative	{0} stupanj	21 stupanj je...	{0} stupnja	3 stupnja je...	{0} stupnjeva	5 stupnjeva je...
angle	degree ( = 0.002˙7 rev)	inanimate	Ovaj stupanj...	accusative	{0} stupanj	Izmjerio je 21 stupanj	{0} stupnja	Izmjerio je 3 stupnja	{0} stupnjeva	Izmjerio je 5 stupnjeva
angle	degree ( = 0.002˙7 rev)	inanimate	Ovaj stupanj...	genitive	{0} stupnja	Mjerenje 21 stupnja	{0} stupnja	Mjerenje 3 stupnja	{0} stupnjeva	Mjerenje 5 stupnjeva
angle	degree ( = 0.002˙7 rev)	inanimate	Ovaj stupanj...	instrumental	{0} stupnjem	Razgovara s 21 stupnjem	{0} stupnja	Razgovara s 3 stupnja	{0} stupnjeva	Razgovara s 5 stupnjeva
angle	radian ( = ~0.1591549430918953 rev)	inanimate	Ovaj radijan...	nominative	{0} radijan	21 radijan je...	{0} radijana	3 radijana je...	{0} radijana	5 radijana je...
angle	radian ( = ~0.1591549430918953 rev)	inanimate	Ovaj radijan...	accusative	{0} radijan	Izmjerio je 21 radijan	{0} radijana	Izmjerio je 3 radijana	{0} radijana	Izmjerio je 5 radijana
angle	radian ( = ~0.1591549430918953 rev)	inanimate	Ovaj radijan...	genitive	{0} radijana	Mjerenje 21 radijana	{0} radijana	Mjerenje 3 radijana	{0} radijana	Mjerenje 5 radijana
angle	radian ( = ~0.1591549430918953 rev)	inanimate	Ovaj radijan...	instrumental	{0} radijanom	Razgovara s 21 radijanom	{0} radijana	Razgovara s 3 radijana	{0} radijana	Razgovara s 5 radijana
angle	revolutions	inanimate	Ovaj okretaj...	nominative	{0} okretaj	21 okretaj je...	{0} okretaja	3 okretaja je...	{0} okretaja	5 okretaja je...
angle	revolutions	inanimate	Ovaj okretaj...	accusative	{0} okretaj	Izmjerio je 21 okretaj	{0} okretaja	Izmjerio je 3 okretaja	{0} okretaja	Izmjerio je 5 okretaja
angle	revolutions	inanimate	Ovaj okretaj...	genitive	{0} okretaja	Mjerenje 21 okretaja	{0} okretaja	Mjerenje 3 okretaja	{0} okretaja	Mjerenje 5 okretaja
