# Grammatical Features
Hungarian	hu	grammaticalCase	general	nominative, accusative, dative, instrumental, ablative, adessive, allative, causal, delative, elative, essive, illative, inessive, sublative, superessive, terminative, translative
Hungarian	hu	grammaticalCase	units	nominative, accusative, instrumental, terminative, translative

# Minimal Pairs
Plural	one	A kosár tartalma: {0} X. Megveszi?	<div class='cldr_example'>A kosár tartalma: <span class='cldr_substituted'>1</span> X. Megveszi?</div>
Plural	other	A kosár tartalma: {0} X. Megveszi őket?	<div class='cldr_example'>A kosár tartalma: <span class='cldr_substituted'>2</span> X. Megveszi őket?</div>
Case	accusative	{0} évet	<div class='cldr_example'><span class='cldr_substituted'>1 radiánt</span> évet</div>
Case	instrumental	{0} évvel	<div class='cldr_example'><span class='cldr_substituted'>2 radiánnal</span> évvel</div>
Case	nominative	{0} év	<div class='cldr_example'><span class='cldr_substituted'>1 radián</span> év</div>
Case	terminative	{0} évig	<div class='cldr_example'><span class='cldr_substituted'>1 radiánig</span> évig</div>
Case	translative	{0} évvé	<div class='cldr_example'><span class='cldr_substituted'>1 radiánná</span> évvé</div>

# Unit Case and Gender Info
acceleration	g-force ( = 9.80665 m/s²)	nominative	{0} g gyorsulás	1 g gyorsulás év	{0} g gyorsulás	2 g gyorsulás év
acceleration	g-force ( = 9.80665 m/s²)	accusative	{0} g gyorsulás	1 g gyorsulás évet	{0} g gyorsulás	2 g gyorsulás évet
acceleration	g-force ( = 9.80665 m/s²)	instrumental	{0} g gyorsulás	1 g gyorsulás évvel	{0} g gyorsulás	2 g gyorsulás évvel
acceleration	g-force ( = 9.80665 m/s²)	terminative	{0} g gyorsulás	1 g gyorsulás évig	{0} g gyorsulás	2 g gyorsulás évig
acceleration	g-force ( = 9.80665 m/s²)	translative	{0} g gyorsulás	1 g gyorsulás évvé	{0} g gyorsulás	2 g gyorsulás évvé
angle	arc-second ( = 0.0000007˙716049382 rev)	nominative	{0} ívmásodperc	1 ívmásodperc év	{0} ívmásodperc	2 ívmásodperc év
angle	arc-second ( = 0.0000007˙716049382 rev)	accusative	{0} ívmásodperc	1 ívmásodperc évet	{0} ívmásodperc	2 ívmásodperc évet
angle	arc-second ( = 0.0000007˙716049382 rev)	instrumental	{0} ívmásodperc	1 ívmásodperc évvel	{0} ívmásodperc	2 ívmásodperc évvel
angle	arc-second ( = 0.0000007˙716049382 rev)	terminative	{0} ívmásodperc	1 ívmásodperc évig	{0} ívmásodperc	2 ívmásodperc évig
angle	arc-second ( = 0.0000007˙716049382 rev)	translative	{0} ívmásodperc	1 ívmásodperc évvé	{0} ívmásodperc	2 ívmásodperc évvé
angle	arc-minute ( = 0.00004˙629 rev)	nominative	{0} ívperc	1 ívperc év	{0} ívperc	2 ívperc év
angle	arc-minute ( = 0.00004˙629 rev)	accusative	{0} ívperc	1 ívperc évet	{0} ívperc	2 ívperc évet
angle	arc-minute ( = 0.00004˙629 rev)	instrumental	{0} ívperc	1 ívperc évvel	{0} ívperc	2 ívperc évvel
angle	arc-minute ( = 0.00004˙629 rev)	terminative	{0} ívperc	1 ívperc évig	{0} ívperc	2 ívperc évig
angle	arc-minute ( = 0.00004˙629 rev)	translative	{0} ívperc	1 ívperc évvé	{0} ívperc	2 ívperc évvé
angle	degree ( = 0.002˙7 rev)	nominative	{0} fok	1 fok év	{0} fok	2 fok év
angle	degree ( = 0.002˙7 rev)	accusative	{0} fokot	1 fokot évet	{0} fokot	2 fokot évet
angle	degree ( = 0.002˙7 rev)	instrumental	{0} fokkal	1 fokkal évvel	{0} fokkal	2 fokkal évvel
angle	degree ( = 0.002˙7 rev)	terminative	{0} fokig	1 fokig évig	{0} fokig	2 fokig évig
angle	degree ( = 0.002˙7 rev)	translative	{0} fokká	1 fokká évvé	{0} fokká	2 fokká évvé
angle	radian ( = ~0.1591549430918953 rev)	nominative	{0} radián	1 radián év	{0} radián	2 radián év
angle	radian ( = ~0.1591549430918953 rev)	accusative	{0} radiánt	1 radiánt évet	{0} radiánt	2 radiánt évet
angle	radian ( = ~0.1591549430918953 rev)	instrumental	{0} radián	1 radián évvel	{0} radiánnal	2 radiánnal évvel
angle	radian ( = ~0.1591549430918953 rev)	terminative	{0} radiánig	1 radiánig évig	{0} radiánig	2 radiánig évig
angle	radian ( = ~0.1591549430918953 rev)	translative	{0} radiánná	1 radiánná évvé	{0} radiánná	2 radiánná évvé
angle	revolutions	nominative	{0} fordulat	1 fordulat év	{0} fordulat	2 fordulat év
angle	revolutions	accusative	{0} fordulatot	1 fordulatot évet	{0} fordulatot	2 fordulatot évet
angle	revolutions	instrumental	{0} fordulattal	1 fordulattal évvel	{0} fordulattal	2 fordulattal évvel
angle	revolutions	terminative	{0} fordulatig	1 fordulatig évig	{0} fordulatig	2 fordulatig évig
angle	revolutions	translative	{0} fordulattá	1 fordulattá évvé	{0} fordulattá	2 fordulattá évvé
area	hectares	nominative	{0} hektár	1 hektár év	{0} hektár	2 hektár év
area	hectares	accusative	{0} hektár	1 hektár évet	{0} hektár	2 hektár évet
area	hectares	instrumental	{0} hektár	1 hektár évvel	{0} hektár	2 hektár évvel
area	hectares	terminative	{0} hektár	1 hektár évig	{0} hektár	2 hektár évig
area	hectares	translative	{0} hektár	1 hektár évvé	{0} hektár	2 hektár évvé
digital	bits	nominative	{0} bit	1 bit év	{0} bit	2 bit év
digital	bits	accusative	{0} bit	1 bit évet	{0} bit	2 bit évet
digital	bits	instrumental	{0} bit	1 bit évvel	{0} bit	2 bit évvel
digital	bits	terminative	{0} bit	1 bit évig	{0} bit	2 bit évig
digital	bits	translative	{0} bit	1 bit évvé	{0} bit	2 bit évvé
digital	byte ( = 8 bit)	nominative	{0} bájt	1 bájt év	{0} bájt	2 bájt év
digital	byte ( = 8 bit)	accusative	{0} bájt	1 bájt évet	{0} bájt	2 bájt évet
digital	byte ( = 8 bit)	instrumental	{0} bájt	1 bájt évvel	{0} bájt	2 bájt évvel
digital	byte ( = 8 bit)	terminative	{0} bájt	1 bájt évig	{0} bájt	2 bájt évig
digital	byte ( = 8 bit)	translative	{0} bájt	1 bájt évvé	{0} bájt	2 bájt évvé
duration	seconds	nominative	{0} másodperc	1 másodperc év	{0} másodperc	2 másodperc év
duration	seconds	accusative	{0} másodperc	1 másodperc évet	{0} másodperc	2 másodperc évet
