# Grammatical Features
Slovenian	sl	grammaticalCase	general	nominative, accusative, genitive, dative, locative, instrumental
Slovenian	sl	grammaticalGender	general	neuter, masculine, feminine

# Minimal Pairs
Plural	few	{0} dnevi	<div class='cldr_example'><span class='cldr_substituted'>3</span> dnevi</div>
Plural	one	{0} dan	<div class='cldr_example'><span class='cldr_substituted'>1</span> dan</div>
Plural	other	{0} dni	<div class='cldr_example'><span class='cldr_substituted'>5</span> dni</div>
Plural	two	{0} dneva	<div class='cldr_example'><span class='cldr_substituted'>2</span> dneva</div>
Case	accusative	čez {0}	<div class='cldr_example'>čez <span class='cldr_substituted'>3 težne pospeške</span></div>
Case	dative	kljub {0}	<div class='cldr_example'>kljub <span class='cldr_substituted'>1 težnemu pospešku</span></div>
Case	genitive	brez {0}	<div class='cldr_example'>brez <span class='cldr_substituted'>1 težnega pospeška</span></div>
Case	instrumental	s/z {0}	<div class='cldr_example'>s/z <span class='cldr_substituted'>1 težnim pospeškom</span></div>
Case	locative	po {0}	<div class='cldr_example'>po <span class='cldr_substituted'>1 težnem pospešu</span></div>
Case	nominative	{0} je	<div class='cldr_example'><span class='cldr_substituted'>2 težna pospeška</span> je</div>
Gender	feminine	Ona {0}	<div class='cldr_example'>Ona <span class='cldr_substituted'>ura</span></div>
Gender	masculine	On {0}	<div class='cldr_example'>On <span class='cldr_substituted'>meter</span></div>
Gender	neuter	Ono {0}	<div class='cldr_example'>Ono <span class='cldr_substituted'>stoletje</span></div>

# Unit Case and Gender Info
acceleration	g-force ( = 9.80665 m/s²)	masculine	On težni pospešek	nominative	{0} težni pospešek	101 težni pospešek je	{0} težna pospeška	102 težna pospeška je	{0} težni pospeški	4 težni pospeški je	{0} težnih pospeškov	5 težnih pospeškov je
acceleration	g-force ( = 9.80665 m/s²)	masculine	On težni pospešek	accusative	{0} težni pospešek	čez 101 težni pospešek	{0} težna pospeška	čez 102 težna pospeška	{0} težne pospeške	čez 4 težne pospeške	{0} težnih pospeškov	čez 5 težnih pospeškov
acceleration	g-force ( = 9.80665 m/s²)	masculine	On težni pospešek	genitive	{0} težnega pospeška	brez 101 težnega pospeška	{0} težnih pospeškov	brez 102 težnih pospeškov	{0} težnih pospeškov	brez 4 težnih pospeškov	{0} težnih pospeškov	brez 5 težnih pospeškov
acceleration	g-force ( = 9.80665 m/s²)	masculine	On težni pospešek	dative	{0} težnemu pospešku	kljub 101 težnemu pospešku	{0} težnima pospeškoma	kljub 102 težnima pospeškoma	{0} težnim pospeškom	kljub 4 težnim pospeškom	{0} težnim pospeškom	kljub 5 težnim pospeškom
acceleration	g-force ( = 9.80665 m/s²)	masculine	On težni pospešek	locative	{0} težnem pospešu	po 101 težnem pospešu	{0} težnih pospeških	po 102 težnih pospeških	{0} težnih pospeših	po 4 težnih pospeših	{0} težnih pospeških	po 5 težnih pospeških
acceleration	g-force ( = 9.80665 m/s²)	masculine	On težni pospešek	instrumental	{0} težnim pospeškom	s/z 101 težnim pospeškom	{0} težnima pospeškoma	s/z 102 težnima pospeškoma	{0} težnimi pospeški	s/z 4 težnimi pospeški	{0} težnimi pospeški	s/z 5 težnimi pospeški
angle	arc-second ( = 0.0000007˙716049382 rev)	feminine	Ona kotna sekunda	nominative	{0} kotna sekunda	101 kotna sekunda je	{0} kotni sekundi	102 kotni sekundi je	{0} kotne sekunde	4 kotne sekunde je	{0} kotnih sekund	5 kotnih sekund je
angle	arc-second ( = 0.0000007˙716049382 rev)	feminine	Ona kotna sekunda	accusative	{0} kotno sekundo	čez 101 kotno sekundo	{0} kotni sekundi	čez 102 kotni sekundi	{0} kotne sekunde	čez 4 kotne sekunde	{0} kotnih sekund	čez 5 kotnih sekund
angle	arc-second ( = 0.0000007˙716049382 rev)	feminine	Ona kotna sekunda	genitive	{0} kotne sekunde	brez 101 kotne sekunde	{0} kotnih sekund	brez 102 kotnih sekund	{0} kotnih sekund	brez 4 kotnih sekund	{0} kotnih sekund	brez 5 kotnih sekund
angle	arc-second ( = 0.0000007˙716049382 rev)	feminine	Ona kotna sekunda	dative	{0} kotni sekundi	kljub 101 kotni sekundi	{0} kotnima sekundama	kljub 102 kotnima sekundama	{0} kotnim sekundam	kljub 4 kotnim sekundam	{0} kotnim sekundam	kljub 5 kotnim sekundam
angle	arc-second ( = 0.0000007˙716049382 rev)	feminine	Ona kotna sekunda	locative	{0} kotni sekundi	po 101 kotni sekundi	{0} kotnih sekundah	po 102 kotnih sekundah	{0} kotnih sekundah	po 4 kotnih sekundah	{0} kotnih sekundah	po 5 kotnih sekundah
angle	arc-second ( = 0.0000007˙716049382 rev)	feminine	Ona kotna sekunda	instrumental	{0} kotno sekundo	s/z 101 kotno sekundo	{0} kotnima sekundama	s/z 102 kotnima sekundama	{0} kotnimi sekundami	s/z 4 kotnimi sekundami	{0} kotnimi sekundami	s/z 5 kotnimi sekundami
angle	arc-minute ( = 0.00004˙629 rev)	feminine	Ona kotna minuta	nominative	{0} kotna minuta	101 kotna minuta je	{0} kotni minuti	102 kotni minuti je	{0} kotne minute	4 kotne minute je	{0} kotnih minut	5 kotnih minut je
angle	arc-minute ( = 0.00004˙629 rev)	feminine	Ona kotna minuta	accusative	{0} kotno minuto	čez 101 kotno minuto	{0} kotni minuti	čez 102 kotni minuti	{0} kotne minute	čez 4 kotne minute	{0} kotnih minut	čez 5 kotnih minut
angle	arc-minute ( = 0.00004˙629 rev)	feminine	Ona kotna minuta	genitive	{0} kotne minute	brez 101 kotne minute	{0} kotnih minut	brez 102 kotnih minut	{0} kotnih minut	brez 4 kotnih minut	{0} kotnih minut	brez 5 kotnih minut
angle	arc-minute ( = 0.00004˙629 rev)	feminine	Ona kotna minuta	dative	{0} kotni minuti	kljub 101 kotni minuti	{0} kotnima minutama	kljub 102 kotnima minutama	{0} kotnim minutam	kljub 4 kotnim minutam	{0} kotnim minutam	kljub 5 kotnim minutam
angle	arc-minute ( = 0.00004˙629 rev)	feminine	Ona kotna minuta	locative	{0} kotni minuti	po 101 kotni minuti	{0} kotnih minutah	po 102 kotnih minutah	{0} kotnih minutah	po 4 kotnih minutah	{0} kotnih minutah	po 5 kotnih minutah
angle	arc-minute ( = 0.00004˙629 rev)	feminine	Ona kotna minuta	instrumental	{0} kotno minuto	s/z 101 kotno minuto	{0} kotnima minutama	s/z 102 kotnima minutama	{0} kotnimi minutami	s/z 4 kotnimi minutami	{0} kotnimi minutami	s/z 5 kotnimi minutami
angle	degree ( = 0.002˙7 rev)	feminine	Ona stopinja	nominative	{0} stopinja	101 stopinja je	{0} stopinji	102 stopinji je	{0} stopinje	4 stopinje je	{0} stopinj	5 stopinj je
angle	degree ( = 0.002˙7 rev)	feminine	Ona stopinja	accusative	{0} stopinjo	čez 101 stopinjo	{0} stopinji	čez 102 stopinji	{0} stopinje	čez 4 stopinje	{0} stopinj	čez 5 stopinj
angle	degree ( = 0.002˙7 rev)	feminine	Ona stopinja	genitive	{0} stopinje	brez 101 stopinje	{0} stopinj	brez 102 stopinj	{0} stopinj	brez 4 stopinj	{0} stopinj	brez 5 stopinj
angle	degree ( = 0.002˙7 rev)	feminine	Ona stopinja	dative	{0} stopinji	kljub 101 stopinji	{0} stopinjama	kljub 102 stopinjama	{0} stopinjam	kljub 4 stopinjam	{0} stopinjam	kljub 5 stopinjam
angle	degree ( = 0.002˙7 rev)	feminine	Ona stopinja	locative	{0} stopinji	po 101 stopinji	{0} stopinjah	po 102 stopinjah	{0} stopinjah	po 4 stopinjah	{0} stopinjah	po 5 stopinjah
