# Grammatical Features
Ukrainian	uk	grammaticalCase	general	nominative, vocative, accusative, genitive, dative, locative, instrumental
Ukrainian	uk	grammaticalCase	units	nominative, accusative, genitive
Ukrainian	uk	grammaticalGender	general	neuter, masculine, feminine

# Minimal Pairs
Plural	few	{0} дні	<div class='cldr_example'><span class='cldr_substituted'>2</span> дні</div>
Plural	many	{0} днів	<div class='cldr_example'><span class='cldr_substituted'>5</span> днів</div>
Plural	one	{0} день	<div class='cldr_example'><span class='cldr_substituted'>1</span> день</div>
Plural	other	{0} дня	<div class='cldr_example'><span class='cldr_substituted'>10,0</span> дня</div>
Case	accusative	Знайшли {0}	<div class='cldr_example'>Знайшли <span class='cldr_substituted'>1 метричну тонну</span></div>
Case	genitive	Немає {0}	<div class='cldr_example'>Немає <span class='cldr_substituted'>2 метричних тонн</span></div>
Case	nominative	Є {0}	<div class='cldr_example'>Є <span class='cldr_substituted'>1 метрична тонна</span></div>
Gender	feminine	Ця {0}	<div class='cldr_example'>Ця <span class='cldr_substituted'>година</span></div>
Gender	masculine	Цей {0}	<div class='cldr_example'>Цей <span class='cldr_substituted'>метр</span></div>
Gender	neuter	Це {0}	<div class='cldr_example'>Це <span class='cldr_substituted'>століття</span></div>

# Unit Case and Gender Info
acceleration	g-force ( = 9.80665 m/s²)	neuter	Це g	nominative	{0} g	Є 21 g	{0} g	Є 3 g	{0} g	Є 5 g	{0} g	Є 0,1 g
acceleration	g-force ( = 9.80665 m/s²)	neuter	Це g	accusative	{0} g	Знайшли 21 g	{0} g	Знайшли 3 g	{0} g	Знайшли 5 g	{0} g	Знайшли 0,1 g
acceleration	g-force ( = 9.80665 m/s²)	neuter	Це g	genitive	{0} g	Немає 21 g	{0} g	Немає 3 g	{0} g	Немає 5 g	{0} g	Немає 0,1 g
angle	arc-second ( = 0.0000007˙716049382 rev)	feminine	Ця кутова секунда	nominative	{0} кутова секунда	Є 21 кутова секунда	{0} кутові секунди	Є 3 кутові секунди	{0} кутових секунд	Є 5 кутових секунд	{0} кутової секунди	Є 0,1 кутової секунди
angle	arc-second ( = 0.0000007˙716049382 rev)	feminine	Ця кутова секунда	accusative	{0} кутову секунду	Знайшли 21 кутову секунду	{0} кутові секунди	Знайшли 3 кутові секунди	{0} кутових секунд	Знайшли 5 кутових секунд	{0} кутової секунди	Знайшли 0,1 кутової секунди
angle	arc-second ( = 0.0000007˙716049382 rev)	feminine	Ця кутова секунда	genitive	{0} кутової секунди	Немає 21 кутової секунди	{0} кутових секунд	Немає 3 кутових секунд	{0} кутових секунд	Немає 5 кутових секунд	{0} кутової секунди	Немає 0,1 кутової секунди
angle	arc-minute ( = 0.00004˙629 rev)	feminine	Ця кутова мінута	nominative	{0} кутова мінута	Є 21 кутова мінута	{0} кутові мінути	Є 3 кутові мінути	{0} кутових мінут	Є 5 кутових мінут	{0} кутової мінути	Є 0,1 кутової мінути
angle	arc-minute ( = 0.00004˙629 rev)	feminine	Ця кутова мінута	accusative	{0} кутову мінуту	Знайшли 21 кутову мінуту	{0} кутові мінути	Знайшли 3 кутові мінути	{0} кутових мінут	Знайшли 5 кутових мінут	{0} кутової мінути	Знайшли 0,1 кутової мінути
angle	arc-minute ( = 0.00004˙629 rev)	feminine	Ця кутова мінута	genitive	{0} кутової мінути	Немає 21 кутової мінути	{0} кутових мінут	Немає 3 кутових мінут	{0} кутових мінут	Немає 5 кутових мінут	{0} кутової мінути	Немає 0,1 кутової мінути
angle	degree ( = 0.002˙7 rev)	masculine	Цей градус	nominative	{0} градус	Є 21 градус	{0} градуси	Є 3 градуси	{0} градусів	Є 5 градусів	{0} градуса	Є 0,1 градуса
angle	degree ( = 0.002˙7 rev)	masculine	Цей градус	accusative	{0} градус	Знайшли 21 градус	{0} градуси	Знайшли 3 градуси	{0} градусів	Знайшли 5 градусів	{0} градуса	Знайшли 0,1 градуса
angle	degree ( = 0.002˙7 rev)	masculine	Цей градус	genitive	{0} градуса	Немає 21 градуса	{0} градусів	Немає 3 градусів	{0} градусів	Немає 5 градусів	{0} градуса	Немає 0,1 градуса
